team,wins,losses,ties,games,win_pct,owp,oowp,qualifying_wins,qualifying_losses,qualifying_ties,partial_wins,npi_rating
College of Saint Benedict,0,2,0,2,0.0,100.0,0.0,0,2,0,0,44.444687774295865
North Carolina Wesleyan University,0,1,0,1,0.0,100.0,0.0,0,1,0,0,44.444687774295865
Trinity Washington University,0,2,0,2,0.0,100.0,0.0,0,2,0,0,44.444687774295865
U.S. Merchant Marine Academy,0,2,0,2,0.0,100.0,0.0,0,2,0,0,44.444687774295865
Hamilton College,0,1,0,1,0.0,50.0,50.0,0,1,0,0,44.444452958308574
University of Maine at Presque Isle,0,1,0,1,0.0,50.0,50.0,0,1,0,0,44.444452958308574
University of Dallas,0,1,0,1,0.0,50.0,50.0,0,1,0,0,44.444452958308574
State University of New York at Cobleskill,0,1,0,1,0.0,50.0,50.0,0,1,0,0,44.444452958308574
Mount Saint Mary College (New York),1,2,0,3,0.3333333333333333,33.33333333333333,38.888888888888886,1,1,0,0,44.28593972134867
Southern Virginia University,0,1,0,1,0.0,100.0,50.0,0,1,0,0,44.26654554153022
Grinnell College,0,1,1,2,0.25,50.0,41.66666666666667,0,1,1,0,44.09077603601535
Russell Sage College,1,1,0,2,0.5,0.0,75.0,1,1,0,0,44.032225024419375
Fitchburg State University,1,1,0,2,0.5,33.33333333333333,27.5,1,1,0,0,43.92194219306947
Notre Dame of Maryland University,0,1,0,1,0.0,100.0,25.0,0,1,0,0,43.79870120280785
Cedar Crest College,0,1,0,1,0.0,100.0,25.0,0,1,0,0,43.79870120280785
Beloit College,0,2,0,2,0.0,100.0,16.666666666666664,0,1,0,0,43.78613892664508
"St. Joseph's University, New York L.I.",0,1,1,2,0.25,100.0,25.0,0,1,1,0,43.75309896566837
Franciscan University of Steubenville,0,2,0,2,0.0,75.0,45.83333333333333,0,1,0,0,43.73258845944342
Westminster College (Missouri),0,1,0,1,0.0,100.0,0.0,0,1,0,0,43.64546608159086
Mount Holyoke College,1,1,0,2,0.5,33.33333333333333,25.0,1,1,0,0,43.64183011414691
Bethany College (West Virginia),0,1,0,1,0.0,100.0,25.0,0,1,0,0,43.63556771951771
Framingham State University,0,1,1,2,0.25,100.0,8.333333333333332,0,1,1,0,43.53213615304775
"Concordia College, Moorhead",0,0,1,1,0.5,50.0,33.33333333333333,0,0,1,0,43.49672677528087
Widener University,1,1,0,2,0.5,16.666666666666664,65.0,1,1,0,0,43.489862265701674
"Rutgers, The State Univ. of New Jersey, Newark",1,1,0,2,0.5,0.0,83.33333333333333,1,1,0,0,43.416224624966574
Gettysburg College,1,1,0,2,0.5,33.33333333333333,41.666666666666664,1,1,0,0,43.38008604928548
Maryville College (Tennessee),1,1,0,2,0.5,0.0,68.75,1,1,0,0,43.33333508831602
Muskingum University,1,2,0,3,0.3333333333333333,33.33333333333333,41.666666666666664,1,1,0,0,43.20051764119471
Covenant College,0,2,0,2,0.0,100.0,0.0,0,1,0,0,43.05018050029675
Oberlin College,0,2,1,3,0.16666666666666666,50.0,22.222222222222218,0,1,1,0,43.04551863583001
Moravian University,0,2,0,2,0.0,100.0,27.5,0,1,0,0,42.89716259182694
Haverford College,1,1,0,2,0.5,0.0,50.0,1,1,0,0,42.813150042217615
Illinois Wesleyan University,0,2,0,2,0.0,100.0,0.0,0,1,0,0,42.74661947773243
Delaware Valley University,0,2,1,3,0.16666666666666666,60.0,23.888888888888886,0,1,1,0,42.7089798615748
Cairn University,0,0,1,1,0.5,0.0,0.0,0,0,1,0,42.56909077874203
Westfield State University,0,2,1,3,0.16666666666666666,50.0,29.166666666666668,0,1,1,0,42.539244822283564
Westminster College (Pennsylvania),0,1,1,2,0.25,0.0,45.83333333333333,0,1,1,0,42.51777173244629
Manhattanville University,0,2,0,2,0.0,83.33333333333334,33.33333333333333,0,1,0,0,42.46962806091475
Pfeiffer University,0,1,0,1,0.0,50.0,50.0,0,1,0,0,42.22258126333955
Centenary College (Louisiana),0,2,0,2,0.0,100.0,25.0,0,1,0,0,42.22230048245096
Saint Joseph's College (Maine),0,1,0,1,0.0,50.0,50.0,0,1,0,0,41.98216104536115
The University of Olivet,1,2,0,3,0.3333333333333333,0.0,53.333333333333336,1,1,0,0,41.98178118206234
Franklin College,0,2,0,2,0.0,100.0,0.0,0,1,0,0,41.955263346455325
Greenville University,0,2,0,2,0.0,100.0,16.666666666666664,0,1,0,0,41.955263346455325
Bridgewater State University,0,2,0,2,0.0,50.0,25.0,0,1,0,0,41.946349400439104
"University of Minnesota, Morris",0,2,1,3,0.16666666666666666,33.33333333333333,55.55555555555555,0,1,1,0,41.870790296372675
State University of New York at Morrisville,0,1,1,2,0.25,0.0,41.666666666666664,0,1,1,0,41.78985291423619
Albright College,0,1,0,1,0.0,100.0,0.0,0,1,0,0,41.658615206839094
Western Connecticut State University,0,1,1,2,0.25,0.0,25.0,0,1,1,0,41.62902628463836
Neumann University,0,2,1,3,0.16666666666666666,30.0,38.05555555555555,0,2,1,0,41.590071660471025
Hilbert College,1,2,0,3,0.3333333333333333,33.33333333333333,43.333333333333336,1,1,0,0,41.58062547412419
Milwaukee School of Engineering,0,2,0,2,0.0,100.0,0.0,0,2,0,0,41.57821286646447
LaGrange College,0,1,0,1,0.0,50.0,0.0,0,1,0,0,41.48155304931818
Agnes Scott College,0,2,0,2,0.0,66.66666666666666,0.0,0,1,0,0,41.48155304931818
Colby-Sawyer College,0,1,1,2,0.25,0.0,62.5,0,1,1,0,41.37035144108058
Nebraska Wesleyan University,0,1,0,1,0.0,100.0,50.0,0,1,0,0,41.23720854753128
Principia College,0,1,0,1,0.0,100.0,50.0,0,1,0,0,41.23720854753128
Dean College,0,2,0,2,0.0,66.66666666666666,25.0,0,1,0,0,41.14310021308811
State University of New York Polytechnic Institute,0,2,1,3,0.16666666666666666,33.33333333333333,11.666666666666666,0,1,1,0,40.89553814264785
Centenary University (New Jersey),0,1,1,2,0.25,0.0,12.5,0,1,1,0,40.7113503536129
Rose-Hulman Institute of Technology,0,1,0,1,0.0,50.0,0.0,0,1,0,0,40.70425803661648
Rivier University,0,2,1,3,0.16666666666666666,0.0,25.0,0,1,1,0,40.61433551111829
The State University of New York at Fredonia,0,2,0,2,0.0,50.0,0.0,0,1,0,0,40.56722442713345
Randolph-Macon College,0,2,0,2,0.0,100.0,25.0,0,1,0,0,40.487000814279526
Willamette University,0,1,0,1,0.0,50.0,0.0,0,1,0,0,40.39238355009111
Saint Elizabeth University,0,1,0,1,0.0,0.0,50.0,0,1,0,0,40.0
Huntingdon College,0,1,0,1,0.0,0.0,50.0,0,1,0,0,40.0
Thiel College,0,2,0,2,0.0,66.66666666666666,45.83333333333333,0,1,0,0,39.841339627108304
Chatham University,0,2,0,2,0.0,33.33333333333333,66.66666666666666,0,1,0,0,39.84133962710828
Thomas College,0,3,0,3,0.0,33.33333333333333,10.0,0,1,0,0,39.73383457815594
Endicott College,0,3,0,3,0.0,83.33333333333334,16.666666666666664,0,1,0,0,39.555618690232336
DeSales University,0,2,0,2,0.0,66.66666666666666,25.0,0,1,0,0,39.161969951641105
U.S. Coast Guard Academy,0,3,0,3,0.0,62.5,11.111111111111109,0,1,0,0,39.161969951641105
Penn State Berks College,0,2,0,2,0.0,66.66666666666666,24.999999999999996,0,1,0,0,38.996912329668554
The City College of New York,0,1,0,1,0.0,0.0,100.0,0,1,0,0,38.59332075826377
Springfield College,0,2,0,2,0.0,25.0,41.666666666666664,0,1,0,0,38.52350851544315
Smith College,0,3,0,3,0.0,66.66666666666666,8.333333333333334,0,1,0,0,38.52350851544304
Goucher College,0,3,0,3,0.0,75.0,8.888888888888888,0,1,0,0,38.359754139068635
Wartburg College,0,3,0,3,0.0,75.0,3.3333333333333335,0,1,0,0,38.35363020252026
University of Wisconsin-Eau Claire,0,2,0,2,0.0,62.5,35.0,0,1,0,0,38.35363020252026
Keystone College,0,1,0,1,0.0,0.0,100.0,0,1,0,0,38.2754836833293
Mississippi University for Women,0,3,0,3,0.0,50.0,11.111111111111109,0,1,0,0,38.08548014810752
Vermont State University Castleton,0,2,0,2,0.0,0.0,18.75,0,1,0,0,38.02688933118597
Knox College,0,2,0,2,0.0,50.0,49.99999999999999,0,1,0,0,37.99917336847613
University of Redlands,0,1,0,1,0.0,0.0,100.0,0,1,0,0,37.92073179382371
Manchester University,0,2,0,2,0.0,75.0,12.5,0,1,0,0,37.75479887160402
Bluffton University,0,2,0,2,0.0,66.66666666666666,41.666666666666664,0,1,0,0,37.573842702805806
Massachusetts Maritime Academy,0,2,0,2,0.0,50.0,25.0,0,1,0,0,37.4290730845953
Concordia University Texas,0,2,0,2,0.0,25.0,37.5,0,1,0,0,37.34978564268963
Randolph College,0,1,0,1,0.0,0.0,50.0,0,1,0,0,37.289365888589245
Roanoke College,0,2,0,2,0.0,50.0,0.0,0,1,0,0,37.21157994471004
St. Norbert College,0,3,0,3,0.0,66.66666666666666,30.555555555555554,0,1,0,0,37.05172550543153
Crown College (Minnesota),0,2,0,2,0.0,66.66666666666666,16.666666666666664,0,1,0,0,37.05172550543153
Eureka College,0,1,0,1,0.0,0.0,100.0,0,1,0,0,36.86426653655524
Benedictine University (Illinois),0,2,0,2,0.0,50.0,16.666666666666664,0,1,0,0,35.903189729727835
North Central University,0,1,0,1,0.0,0.0,50.0,0,1,0,0,35.89408462572816
University of Valley Forge,0,1,0,1,0.0,0.0,25.0,0,1,0,0,35.84392241862734
Concordia University Chicago,0,3,0,3,0.0,50.0,23.61111111111111,0,1,0,0,35.73985633994571
Elmira College,0,2,0,2,0.0,33.33333333333333,27.5,0,1,0,0,35.67625387467756
Coe College,0,2,0,2,0.0,16.666666666666664,25.0,0,1,0,0,35.563686439363856
Yeshiva University,0,2,0,2,0.0,0.0,16.666666666666664,0,1,0,0,35.42827043181539
Nichols College,0,3,0,3,0.0,50.0,22.222222222222218,0,1,0,0,35.22769359381831
University of Saint Joseph (Connecticut),0,2,0,2,0.0,25.0,16.666666666666664,0,1,0,0,35.13758346791348
Anna Maria College,0,2,0,2,0.0,0.0,16.666666666666664,0,1,0,0,34.91277014910617
Transylvania University,0,2,0,2,0.0,50.0,33.33333333333333,0,1,0,0,34.791881206620715
State University of New York at Delhi,0,2,0,2,0.0,66.66666666666666,16.666666666666664,0,1,0,0,34.73298951980659
Hood College,0,2,0,2,0.0,50.0,24.999999999999996,0,1,0,0,34.704071936134476
Spalding University,0,3,0,3,0.0,37.5,11.111111111111109,0,1,0,0,34.66669629410698
Hiram College,0,2,0,2,0.0,25.0,29.166666666666664,0,1,0,0,34.558145805990584
Susquehanna University,0,3,0,3,0.0,50.0,26.666666666666668,0,1,0,0,34.25053244813455
Rockford University,0,2,0,2,0.0,50.0,0.0,0,1,0,0,33.58542042113733
State University of New York at Canton,0,3,0,3,0.0,40.0,41.11111111111111,0,1,0,0,33.26370559776432
