date,away_team,away_score,home_team,home_score,game_note
2025-10-25,Adrian,0,Albion,0,Sch
2025-10-25,Albright,0,Hood,0,Sch
2025-10-25,Ithaca,0,Clarkson,0,Sch
2025-10-25,Coe,0,Dubuque,0,Sch
2025-10-25,Wesleyan CT,0,Colby,0,Sch
2025-10-25,College of NJ,0,Wm Paterson,0,Sch
2025-10-25,Gust Adolphus,0,St Catherine,0,Sch
2025-10-25,Alfred St,0,Pitt-Greensburg,0,Sch
2025-10-25,Concordia Mhd,0,St Benedict,0,Sch
2025-10-25,Allegheny,0,Thiel,0,Sch
2025-10-25,Williams,0,CT College,0,Sch
2025-10-25,Cortland St,0,SUNY Potsdam,0,Sch
2025-10-25,Covenant,0,Huntingdon,0,Sch
2025-10-25,Alma,0,Olivet MI,0,Sch
2025-10-25,Alvernia,0,Eastern Univ,0,Sch
2025-10-25,Dean,0,Lasell,0,Sch
2025-10-25,Delaware Val,0,FDU Madison,0,Sch
2025-10-25,Wittenberg,0,Denison,0,Sch
2025-10-25,Wooster,0,DePauw,0,Sch
2025-10-25,DeSales,0,King's PA,0,Sch
2025-10-25,McDaniel,0,Dickinson,0,Sch
2025-10-25,Dominican IL,0,WI Lutheran,0,Sch
2025-10-25,Hanover,0,Earlham,0,Sch
2025-10-25,Amherst,0,Bowdoin,0,Sch
2025-10-25,E Texas Bap,0,M Hardin-Baylor,0,Sch
2025-10-25,E Connecticut,0,S Maine,0,Sch
2025-10-25,Elizabethtown,0,Goucher,0,Sch
2025-10-25,MA Maritime,0,Framingham St,0,Sch
2025-10-25,Haverford,0,Frank & Marsh,0,Sch
2025-10-25,Gettysburg,0,Swarthmore,0,Sch
2025-10-25,Grinnell,0,Lake Forest,0,Sch
2025-10-25,Wash & Jeff,0,Grove City,0,Sch
2025-10-25,Virginia St,0,Regent,0,Sch
2025-10-25,Macalester,0,Hamline,0,Sch
2025-10-25,Howard Payne,0,Hardin-Simmons,0,Sch
2025-10-25,Muskingum,0,Heidelberg,0,Sch
2025-10-25,Hilbert,0,PSU-Altoona,0,Sch
2025-10-25,Hiram,0,Franciscan OH,0,Sch
2025-10-25,Husson,0,ME Maritime,0,Sch
2025-10-25,Lawrence,0,Illinois Col,0,Sch
2025-10-25,Ohio Wesleyan,0,John Carroll,0,Sch
2025-10-25,John Jay,0,Medgar Evers,0,Sch
2025-10-25,Muhlenberg,0,Johns Hopkins,0,Sch
2025-10-25,Juniata,0,Drew,0,Sch
2025-10-25,Kean,0,Rutgers-Camden,0,Sch
2025-10-25,W Connecticut,0,Keene St,0,Sch
2025-10-25,Oberlin,0,Kenyon,0,Sch
2025-10-25,La Verne,0,UC Santa Cruz,0,Sch
2025-10-25,Concordia WI,0,Lakeland,0,Sch
2025-10-25,Lebanon Val,0,Stevens,0,Sch
2025-10-25,St Olaf,0,Augsburg,0,Sch
2025-10-25,Susquehanna,0,Lycoming,0,Sch
2025-10-25,Augustana IL,0,Millikin,0,Sch
2025-10-25,Lyon,0,Principia,0,Sch
2025-10-25,ME Farmington,0,NVU-Johnson,0,Sch
2025-10-25,Concordia IL,0,Marian WI,0,Sch
2025-10-25,Baldwin-Wallace,0,Marietta,0,Sch
2025-10-25,Mary Baldwin,0,Pfeiffer,0,Sch
2025-10-25,St Mary's MD,0,Mary Washington,0,Sch
2025-10-25,MA Dartmouth,0,Worcester St,0,Sch
2025-10-25,Averett,0,Washington & Lee,0,Sch
2025-10-25,Messiah,0,Stevenson,0,Sch
2025-10-25,Peace,0,Methodist,0,Sch
2025-10-25,Bates,0,Middlebury,0,Sch
2025-10-25,Rockford,0,Milwaukee Eng,0,Sch
2025-10-25,Misericordia,0,Arcadia,0,Sch
2025-10-25,Wilkes,0,Moravian,0,Sch
2025-10-25,Mt Aloysius,0,Pitt-Bradford,0,Sch
2025-10-25,Mt Holyoke,0,MIT,0,Sch
2025-10-25,Nazareth,0,Elmira,0,Sch
2025-10-25,NC Wesleyan,0,Greensboro,0,Sch
2025-10-25,N Central IL,0,North Park,0,Sch
2025-10-25,Norwich,0,Rivier,0,Sch
2025-10-25,Pomona-Pitzer,0,Occidental,0,Sch
2025-10-25,SUNY Fredonia,0,Oswego St,0,Sch
2025-10-25,Benedictine IL,0,Edgewood,0,Sch
2025-10-25,Plattsburgh St,0,Buffalo St,0,Sch
2025-10-25,Old Westbury,0,Purchase,0,Sch
2025-10-25,Randolph Col,0,Randolph-Macon,0,Sch
2025-10-25,Caltech,0,Redlands,0,Sch
2025-10-25,Beloit,0,Ripon,0,Sch
2025-10-25,VA Wesleyan,0,Roanoke,0,Sch
2025-10-25,Bluffton,0,Rose-Hulman,0,Sch
2025-10-25,Rutgers-Newark,0,NJ City,0,Sch
2025-10-25,Rensselaer,0,St Lawrence,0,Sch
2025-10-25,St Mary's MN,0,St Scholastica,0,Sch
2025-10-25,Chatham,0,St Vincent,0,Sch
2025-10-25,Vassar,0,Skidmore,0,Sch
2025-10-25,Smith,0,Salve Regina,0,Sch
2025-10-25,Spalding,0,Greenville,0,Sch
2025-10-25,Keuka,0,St John Fisher,0,Sch
2025-10-25,SUNY Delhi,0,SUNY Cobleskill,0,Sch
2025-10-25,SUNY New Paltz,0,SUNY Canton,0,Sch
2025-10-25,Manhattanville,0,Farmingdale,0,Sch
2025-10-25,SUNY Oneonta,0,Morrisville St,0,Sch
2025-10-25,Thomas ME,0,ME Presque Isle,0,Sch
2025-10-25,Union NY,0,Hobart & Smith,0,Sch
2025-10-25,U New England,0,Curry,0,Sch
2025-10-25,Mt St Vincent,0,Ursinus,0,Sch
2025-10-25,Brockport St,0,Utica,0,Sch
2025-10-25,Brevard,0,S Virginia,0,Sch
2025-10-25,Wartburg,0,Simpson IA,0,Sch
2025-10-25,Waynesburg,0,Geneva,0,Sch
2025-10-25,Hartford,0,Wentworth Tech,0,Sch
2025-10-25,Fitchburg St,0,Bridgewater MA,0,Sch
2025-10-25,Linfield,0,Whitworth,0,Sch
2025-10-25,Willamette,0,Puget Sound,0,Sch
2025-10-25,WI Eau Claire,0,WI River Falls,0,Sch
2025-10-25,WI LaCrosse,0,WI Oshkosh,0,Sch
2025-10-25,WI Platteville,0,WI Stevens Pt,0,Sch
2025-10-25,WI Stout,0,WI Whitewater,0,Sch
2025-10-25,Brooklyn Col,0,City Col NY,0,Sch
2025-10-25,York PA,0,Widener,0,Sch
2025-10-25,Buena Vista,0,Central IA,0,Sch
2025-10-25,PSU-Behrend,0,Carlow,0,Sch
2025-10-25,Mt Union,0,Ohio Northern,0,Sch
2025-10-25,Trinity CT,0,Hamilton,0,Sch
2025-10-25,Neumann,0,St Elizabeth,0,Sch
2025-10-25,Kalamazoo,0,Hope,0,Sch
2025-10-25,Sarah Lawrence,0,Merchant Marine,0,Sch
2025-10-25,Suffolk,0,W New England,0,Sch
2025-10-25,Mt St Mary NY,0,St Joseph's LI,0,Sch
2025-10-25,Monmouth IL,0,Cornell IA,0,Sch
2025-10-25,Bethany WV,0,Westminster PA,0,Sch
2025-10-25,Berea,0,Franklin,0,Sch
2025-10-25,Hollins,0,E Mennonite,0,Sch
2025-10-25,St Mary's IN,0,Trine,0,Sch
2025-10-25,NE Wesleyan,0,Luther IA,0,Sch
2025-10-25,Montclair St,0,R Stockton,0,Sch
2025-10-25,Mt St Joseph,0,Manchester,0,Sch
2025-10-25,Regis MA,0,Elms,0,Sch
2025-10-25,York NY,0,Lehman,0,Sch
2025-10-25,Bridgewater VA,0,Lynchburg,0,Sch
2025-10-25,Bryn Mawr,0,Washington MD,0,Sch
2025-10-25,Rochester Tech,0,Bard,0,Sch
2025-10-25,Patrick Henry,0,Trinity DC,0,Sch
2025-10-25,Catholic,0,Scranton,0,Sch
2025-10-25,Babson,0,Wheaton MA,0,Sch
2025-10-25,Valley Forge,0,Cairn,0,Sch
2025-10-25,Geneseo St,0,SUNY Poly,0,Sch
2025-10-25,Transylvania,0,Anderson IN,0,Sch
2025-10-25,PSU-Berks,0,Cedar Crest,0,Sch
2025-10-25,WI Superior,0,MN Morris,0,Sch
2025-10-25,Wellesley,0,Clark MA,0,Sch
2025-10-25,Salem NC,0,Meredith,0,Sch
2025-10-25,N Central MN,0,Bethany Luth,0,Sch
2025-10-25,Northwestern MN,0,Martin Luther,0,Sch
2025-10-25,Simmons,0,Mitchell,0,Sch
2025-10-25,PSU-Brandywine,0,Notre Dame MD,0,Sch
2025-10-25,St Joseph's ME,0,St Joseph CT,0,Sch
2025-10-25,Immaculata,0,Gwynedd-Mercy,0,Sch
2025-10-25,Roger Williams,0,Nichols,0,Sch
2025-10-25,Emmanuel MA,0,Colby-Sawyer,0,Sch
2025-10-25,Plymouth St,0,MA Boston,0,Sch
2025-10-25,Lancaster Bib,0,Penn Col Tech,0,Sch
2025-10-25,Russell Sage,0,Houghton,0,Sch
2025-10-25,Marywood,0,Pratt Inst,0,Sch
2025-10-25,Marymount VA,0,Centenary NJ,0,Sch
2025-10-25,PSU-Abington,0,Wilson,0,Sch
2025-10-25,Coast Guard,0,Worcester Tech,0,Sch
2025-10-25,Carleton MN,0,Bethel MN,0,Sch
2025-10-25,St Joseph's NY,0,SUNY Maritime,0,Sch
2025-10-25,Emerson,0,Springfield,0,Sch
2025-10-25,Hartwick,0,Alfred,0,Sch
2025-10-25,Lesley,0,NVU-Lyndon,0,Sch
2025-10-25,Endicott,0,Gordon,0,Sch
2025-10-25,ME Ft Kent,0,Fisher,0,Sch
2025-10-25,Bob Jones,0,Trinity Jax,0,Sch
2025-10-26,Case Western,0,NYU,0,Sch
2025-10-26,ME Farmington,0,Castleton,0,Sch
2025-10-26,Oglethorpe,0,Centre,0,Sch
2025-10-26,Chicago,0,Rochester NY,0,Sch
2025-10-26,Concordia Mhd,0,WI Eau Claire,0,Sch
2025-10-26,Le Tourneau,0,Hendrix,0,Sch
2025-10-26,Asbury,0,Piedmont,0,Sch
2025-10-26,Lewis & Clark,0,George Fox,0,Sch
2025-10-26,McMurry,0,Dallas Univ,0,Sch
2025-10-26,Eureka,0,MS Women,0,Sch
2025-10-26,NC Wesleyan,0,Warren Wilson,0,Sch
2025-10-26,Willamette,0,Pac Lutheran,0,Sch
2025-10-26,Berry,0,Sewanee,0,Sch
2025-10-26,Millsaps,0,Trinity TX,0,Sch
2025-10-26,Austin Col,0,Univ Ozarks,0,Sch
2025-10-26,Washington StL,0,Emory,0,Sch
2025-10-26,Linfield,0,Whitman,0,Sch
2025-10-26,Fisher,0,Washington Advt,0,Sch
2025-10-26,Mt St Vincent,0,Yeshiva,0,Sch
2025-10-26,TX Lutheran,0,St Thomas TX,0,Sch
2025-10-26,Rhodes,0,SW Univ TX,0,Sch
2025-10-26,Concordia TX,0,Centenary,0,Sch
2025-10-26,Carnegie Mellon,0,Brandeis,0,Sch
2025-10-27,Maryville TN,0,Wesleyan GA,0,Sch
2025-10-27,Medgar Evers,0,Lehman,0,Sch
2025-10-27,Trinity Jax,0,J&W NC,0,Sch
2025-10-27,Haverford,0,Frank & Marsh,0,Sch
2025-10-28,Adrian,0,Calvin,0,Sch
2025-10-28,Alma,0,Albion,0,Sch
2025-10-28,NE Wesleyan,0,Coe,0,Sch
2025-10-28,Colby,0,Bates,0,Sch
2025-10-28,Simpson IA,0,St Catherine,0,Sch
2025-10-28,Alfred St,0,PSU-Behrend,0,Sch
2025-10-28,St Vincent,0,Allegheny,0,Sch
2025-10-28,CT College,0,Wesleyan CT,0,Sch
2025-10-28,Knox,0,Cornell IA,0,Sch
2025-10-28,Dean,0,Albertus Magnus,0,Sch
2025-10-28,Earlham,0,Berea,0,Sch
2025-10-28,Trinity CT,0,Amherst,0,Sch
2025-10-28,Moravian,0,Elizabethtown,0,Sch
2025-10-28,Hanover,0,Anderson IN,0,Sch
2025-10-28,St Mary's IN,0,Hope,0,Sch
2025-10-28,W New England,0,J&W RI,0,Sch
2025-10-28,Juniata,0,Catholic,0,Sch
2025-10-28,Kenyon,0,Ohio Wesleyan,0,Sch
2025-10-28,Lycoming,0,Wilkes,0,Sch
2025-10-28,Manchester,0,Rose-Hulman,0,Sch
2025-10-28,Mary Washington,0,Lynchburg,0,Sch
2025-10-28,Middlebury,0,Williams,0,Sch
2025-10-28,Mt Aloysius,0,Pitt-Greensburg,0,Sch
2025-10-28,Norwich,0,Mitchell,0,Sch
2025-10-28,Principia,0,Blackburn,0,Sch
2025-10-28,WI Stout,0,St Scholastica,0,Sch
2025-10-28,Bluffton,0,Mt St Joseph,0,Sch
2025-10-28,Susquehanna,0,Goucher,0,Sch
2025-10-28,Bowdoin,0,Tufts,0,Sch
2025-10-28,Gordon,0,U New England,0,Sch
2025-10-28,Wartburg,0,Luther IA,0,Sch
2025-10-28,Wentworth Tech,0,Roger Williams,0,Sch
2025-10-28,Bethany Luth,0,WI River Falls,0,Sch
2025-10-28,Wooster,0,Oberlin,0,Sch
2025-10-28,Dubuque,0,Buena Vista,0,Sch
2025-10-28,PSU-Altoona,0,La Roche,0,Sch
2025-10-28,Loras,0,Central IA,0,Sch
2025-10-28,Maranatha Bap,0,Beloit,0,Sch
2025-10-28,Thiel,0,Bethany WV,0,Sch
2025-10-28,Curry,0,Hartford,0,Sch
2025-10-28,Monmouth IL,0,WI Whitewater,0,Sch
2025-10-28,W Connecticut,0,Fitchburg St,0,Sch
2025-10-28,Transylvania,0,Franklin,0,Sch
2025-10-28,Rivier,0,Simmons,0,Sch
2025-10-28,Nichols,0,Suffolk,0,Sch
2025-10-28,Drew,0,Scranton,0,Sch
2025-10-28,St Joseph's ME,0,Regis MA,0,Sch
2025-10-28,Olivet MI,0,Trine,0,Sch
2025-10-28,Lasell,0,Emmanuel MA,0,Sch
2025-10-28,St Joseph CT,0,Elms,0,Sch
2025-10-28,Macalester,0,WI Superior,0,Sch
2025-10-28,Piedmont,0,Toccoa Falls,0,Sch
2025-10-29,Albany GA,0,LaGrange,0,Sch
2025-10-29,Capital,0,Muskingum,0,Sch
2025-10-29,North Park,0,Carthage,0,Sch
2025-10-29,Keene St,0,Castleton,0,Sch
2025-10-29,Eastern Univ,0,Albright,0,Sch
2025-10-29,Colby-Sawyer,0,N England Col,0,Sch
2025-10-29,SUNY Poly,0,Alfred,0,Sch
2025-10-29,Rowan,0,College of NJ,0,Sch
2025-10-29,Dominican IL,0,Concordia IL,0,Sch
2025-10-29,Cortland St,0,SUNY Oneonta,0,Sch
2025-10-29,Bob Jones,0,Emmanuel GA,0,Sch
2025-10-29,Crown MN,0,Northwestern MN,0,Sch
2025-10-29,Widener,0,Alvernia,0,Sch
2025-10-29,Delaware Val,0,Misericordia,0,Sch
2025-10-29,Denison,0,John Carroll,0,Sch
2025-10-29,DeSales,0,Stevens,0,Sch
2025-10-29,Dickinson,0,Johns Hopkins,0,Sch
2025-10-29,E Mennonite,0,Guilford,0,Sch
2025-10-29,RI College,0,E Connecticut,0,Sch
2025-10-29,WI Lutheran,0,Edgewood,0,Sch
2025-10-29,Augustana IL,0,Elmhurst,0,Sch
2025-10-29,Framingham St,0,Fisher,0,Sch
2025-10-29,Geneva,0,Franciscan OH,0,Sch
2025-10-29,Frank & Marsh,0,Ursinus,0,Sch
2025-10-29,Gettysburg,0,McDaniel,0,Sch
2025-10-29,Greensboro,0,Salem NC,0,Sch
2025-10-29,Grove City,0,Waynesburg,0,Sch
2025-10-29,Regent,0,Emory & Henry,0,Sch
2025-10-29,Baldwin-Wallace,0,Heidelberg,0,Sch
2025-10-29,Hendrix,0,Belhaven MS,0,Sch
2025-10-29,Chatham,0,Hiram,0,Sch
2025-10-29,Hood,0,Stevenson,0,Sch
2025-10-29,St Lawrence,0,Ithaca,0,Sch
2025-10-29,R Stockton,0,Kean,0,Sch
2025-10-29,King's PA,0,Lebanon Val,0,Sch
2025-10-29,Redlands,0,La Verne,0,Sch
2025-10-29,MS Women,0,Lyon,0,Sch
2025-10-29,Marian WI,0,Concordia WI,0,Sch
2025-10-29,Marietta,0,Mt Union,0,Sch
2025-10-29,S Virginia,0,Mary Baldwin,0,Sch
2025-10-29,MA Boston,0,MA Dartmouth,0,Sch
2025-10-29,Shenandoah,0,Averett,0,Sch
2025-10-29,Messiah,0,York PA,0,Sch
2025-10-29,Methodist,0,NC Wesleyan,0,Sch
2025-10-29,Wellesley,0,Babson,0,Sch
2025-10-29,IL Wesleyan,0,Millikin,0,Sch
2025-10-29,St Norbert,0,Milwaukee Eng,0,Sch
2025-10-29,Springfield,0,Mt Holyoke,0,Sch
2025-10-29,Muhlenberg,0,Bryn Mawr,0,Sch
2025-10-29,St John Fisher,0,Nazareth,0,Sch
2025-10-29,Occidental,0,Whittier,0,Sch
2025-10-29,Benedictine IL,0,Aurora,0,Sch
2025-10-29,Pfeiffer,0,Brevard,0,Sch
2025-10-29,Purchase,0,Mt St Vincent,0,Sch
2025-10-29,Rutgers-Newark,0,Ramapo,0,Sch
2025-10-29,Bridgewater VA,0,Randolph-Macon,0,Sch
2025-10-29,VA Wesleyan,0,Randolph Col,0,Sch
2025-10-29,WI Stevens Pt,0,Ripon,0,Sch
2025-10-29,Roanoke,0,Sweet Briar,0,Sch
2025-10-29,IL Tech,0,Rockford,0,Sch
2025-10-29,Rutgers-Camden,0,Montclair St,0,Sch
2025-10-29,Worcester Tech,0,Smith,0,Sch
2025-10-29,Plymouth St,0,S Maine,0,Sch
2025-10-29,Webster,0,Spalding,0,Sch
2025-10-29,Swarthmore,0,Washington MD,0,Sch
2025-10-29,Utica,0,Keuka,0,Sch
2025-10-29,Wheaton IL,0,N Central IL,0,Sch
2025-10-29,Wm Paterson,0,NJ City,0,Sch
2025-10-29,Sarah Lawrence,0,Yeshiva,0,Sch
2025-10-29,UC Santa Cruz,0,Fresno Pacific,0,Sch
2025-10-29,Mt St Mary NY,0,St Joseph's NY,0,Sch
2025-10-29,MN Morris,0,N Central MN,0,Sch
2025-10-29,Old Westbury,0,Manhattanville,0,Sch
2025-10-29,Geneseo St,0,Brockport St,0,Sch
2025-10-29,Bard,0,Rensselaer,0,Sch
2025-10-29,Marywood,0,Immaculata,0,Sch
2025-10-29,Trinity DC,0,Christendom,0,Sch
2025-10-29,Neumann,0,Marymount VA,0,Sch
2025-10-29,Westminster PA,0,Wash & Jeff,0,Sch
2025-10-29,Centenary NJ,0,Gwynedd-Mercy,0,Sch
2025-10-29,Meredith,0,Peace,0,Sch
2025-10-29,MIT,0,Emerson,0,Sch
2025-10-29,Russell Sage,0,Hartwick,0,Sch
2025-10-29,SUNY Cobleskill,0,MA Col Lib Arts,0,Sch
2025-10-29,FDU Madison,0,Arcadia,0,Sch
2025-10-29,Carleton MN,0,WI Platteville,0,Sch
2025-10-29,Elmira,0,Houghton,0,Sch
2025-10-29,Salve Regina,0,Clark MA,0,Sch
2025-10-29,Farmingdale,0,SUNY Maritime,0,Sch
2025-10-29,St Elizabeth,0,Pratt Inst,0,Sch
2025-10-29,Ohio Northern,0,Wilmington OH,0,Sch
2025-10-29,Greenville,0,Westminster MO,0,Sch
2025-10-29,NVU-Lyndon,0,SUNY Canton,0,Sch
2025-10-29,Wheaton MA,0,Coast Guard,0,Sch
2025-10-29,Trinity Jax,0,Agnes Scott,0,Sch
2025-10-30,Lynchburg,0,Hollins,0,Sch
2025-10-31,Rhodes,0,Millsaps,0,Sch
2025-10-31,Warren Wilson,0,J&W NC,0,Sch
2025-10-31,Bethany Luth,0,WI Superior,0,Sch
2025-10-31,TX Lutheran,0,Concordia TX,0,Sch
2025-10-31,MA Col Lib Arts,0,Westfield St,0,Sch
2025-11-01,Whittier,0,Cal Lutheran,0,Sch
2025-11-01,Mt Union,0,Capital,0,Sch
2025-11-01,Emory,0,Case Western,0,Sch
2025-11-01,Centre,0,Sewanee,0,Sch
2025-11-01,La Verne,0,Chapman,0,Sch
2025-11-01,Alvernia,0,Albright,0,Sch
2025-11-01,Clarkson,0,Vassar,0,Sch
2025-11-01,St Catherine,0,St Olaf,0,Sch
2025-11-01,Augsburg,0,Concordia Mhd,0,Sch
2025-11-01,Cornell IA,0,Beloit,0,Sch
2025-11-01,Bob Jones,0,Toccoa Falls,0,Sch
2025-11-01,Delaware Val,0,Stevens,0,Sch
2025-11-01,Kenyon,0,Denison,0,Sch
2025-11-01,DePauw,0,Oberlin,0,Sch
2025-11-01,FDU Madison,0,DeSales,0,Sch
2025-11-01,Dickinson,0,Muhlenberg,0,Sch
2025-11-01,Howard Payne,0,E Texas Bap,0,Sch
2025-11-01,Bridgewater MA,0,Framingham St,0,Sch
2025-11-01,Frank & Marsh,0,Bryn Mawr,0,Sch
2025-11-01,Washington MD,0,Gettysburg,0,Sch
2025-11-01,Grinnell,0,Knox,0,Sch
2025-11-01,St Benedict,0,Hamline,0,Sch
2025-11-01,M Hardin-Baylor,0,Hardin-Simmons,0,Sch
2025-11-01,Heidelberg,0,Otterbein,0,Sch
2025-11-01,Univ Ozarks,0,Hendrix,0,Sch
2025-11-01,Hobart & Smith,0,Rensselaer,0,Sch
2025-11-01,Hood,0,Messiah,0,Sch
2025-11-01,Bard,0,Ithaca,0,Sch
2025-11-01,John Carroll,0,Wittenberg,0,Sch
2025-11-01,Johns Hopkins,0,Ursinus,0,Sch
2025-11-01,Arcadia,0,King's PA,0,Sch
2025-11-01,Lake Forest,0,Monmouth IL,0,Sch
2025-11-01,Lebanon Val,0,Misericordia,0,Sch
2025-11-01,Lewis & Clark,0,Whitworth,0,Sch
2025-11-01,Martin Luther,0,WI Superior,0,Sch
2025-11-01,McMurry,0,Schreiner,0,Sch
2025-11-01,Emerson,0,Babson,0,Sch
2025-11-01,Mt Holyoke,0,Wellesley,0,Sch
2025-11-01,Muskingum,0,Baldwin-Wallace,0,Sch
2025-11-01,Oglethorpe,0,Berry,0,Sch
2025-11-01,Pac Lutheran,0,Linfield,0,Sch
2025-11-01,Redlands,0,Pomona-Pitzer,0,Sch
2025-11-01,Ripon,0,Lawrence,0,Sch
2025-11-01,Rochester NY,0,Carnegie Mellon,0,Sch
2025-11-01,Bethel MN,0,Macalester,0,Sch
2025-11-01,St Scholastica,0,Carleton MN,0,Sch
2025-11-01,Skidmore,0,Rochester Tech,0,Sch
2025-11-01,Smith,0,Coast Guard,0,Sch
2025-11-01,Swarthmore,0,Haverford,0,Sch
2025-11-01,NYU,0,Washington StL,0,Sch
2025-11-01,George Fox,0,Whitman,0,Sch
2025-11-01,WI Eau Claire,0,WI Platteville,0,Sch
2025-11-01,WI Whitewater,0,WI LaCrosse,0,Sch
2025-11-01,WI River Falls,0,WI Oshkosh,0,Sch
2025-11-01,WI Stout,0,WI Stevens Pt,0,Sch
2025-11-01,Ohio Wesleyan,0,Wooster,0,Sch
2025-11-01,Worcester St,0,Anna Maria,0,Sch
2025-11-01,Stevenson,0,York PA,0,Sch
2025-11-01,Centenary,0,St Thomas TX,0,Sch
2025-11-01,Fitchburg St,0,MA Maritime,0,Sch
2025-11-01,Widener,0,Eastern Univ,0,Sch
2025-11-01,Wheaton MA,0,Salve Regina,0,Sch
2025-11-01,Clark MA,0,Springfield,0,Sch
2025-11-01,Caltech,0,Claremont M.S.,0,Sch
2025-11-01,MN Morris,0,Northwestern MN,0,Sch
2025-11-01,N Central MN,0,Crown MN,0,Sch
2025-11-01,Puget Sound,0,Pacific OR,0,Sch
2025-11-01,Wilmington OH,0,Marietta,0,Sch
2025-11-01,Worcester Tech,0,MIT,0,Sch
2025-11-01,Gust Adolphus,0,St Mary's MN,0,Sch
2025-11-01,Le Tourneau,0,Austin Col,0,Sch
2025-11-01,SW Univ TX,0,Trinity TX,0,Sch
2025-11-02,Brandeis,0,Chicago,0,Sch
2025-11-02,Chris Newport,0,Salisbury,0,Sch
2025-11-02,Lewis & Clark,0,Whitman,0,Sch
2025-11-02,Pac Lutheran,0,Pacific OR,0,Sch
2025-11-02,George Fox,0,Whitworth,0,Sch
2025-11-02,Medgar Evers,0,Yeshiva,0,Sch
2025-11-02,Puget Sound,0,Linfield,0,Sch
2025-11-04,York NY,0,Yeshiva,0,Sch
2025-11-08,Case Western,0,Carnegie Mellon,0,Sch
2025-11-08,Chicago,0,Washington StL,0,Sch
2025-11-08,Lewis & Clark,0,Linfield,0,Sch
2025-11-08,Whitworth,0,Pac Lutheran,0,Sch
2025-11-08,Emory,0,Rochester NY,0,Sch
2025-11-08,Brandeis,0,NYU,0,Sch
2025-11-08,Whitman,0,Puget Sound,0,Sch
2025-11-08,Pacific OR,0,Willamette,0,Sch
2025-11-09,Willamette,0,Lewis & Clark,0,Sch
2025-11-09,Whitman,0,Pac Lutheran,0,Sch
2025-11-09,Whitworth,0,Puget Sound,0,Sch
2025-11-09,Linfield,0,George Fox,0,Sch
