date,away_team,away_score,home_team,home_score,game_note
2024-10-23,Claremont McKenna-Harvey Mudd-Scripps Colleges,1,Occidental College,0,
2024-10-23,University of Puget Sound,0,Pacific Lutheran University,0,
2024-10-23,Stockton University,4,"Rutgers, The State Univ. of New Jersey, Newark",0,
2024-10-23,University of Southern Maine,2,Bates College,1,
2024-10-23,Worcester Polytechnic Institute,0,Springfield College,1,
2024-10-23,St. John Fisher University,1,"Pennsylvania State Univ. Erie, the Behrend College",2,
2024-10-23,The State University of New York at Fredonia,4,State University of New York at Morrisville,0,
2024-10-23,Thomas College,0,Lesley University,2,
2024-10-23,Plymouth State University,1,Westfield State University,4,
2024-10-23,"Purchase College, State University of New York",0,Manhattanville University,5,
2024-10-23,U.S. Merchant Marine Academy,5,State University of New York Maritime College,1,
2024-10-23,Rose-Hulman Institute of Technology,2,Anderson University (Indiana),1,
2024-10-23,St. Norbert College,0,Milwaukee School of Engineering,0,
2024-10-23,Wheaton College (Massachusetts),2,Salve Regina University,1,
2024-10-23,Simpson College,3,University of Dubuque,1,
2024-10-23,Suffolk University,1,Endicott College,1,
2024-10-23,Wellesley College,0,Emerson College,2,
2024-10-23,"University of Pittsburgh, Greensburg",2,La Roche University,0,
2024-10-23,Sarah Lawrence College,3,"St. Joseph's University, New York L.I.",1,
2024-10-23,Wilmington College (Ohio),1,Capital University,2,
2024-10-23,Catholic University,6,Goucher College,0,
2024-10-23,Pratt Institute,6,Centenary University (New Jersey),3,
2024-10-24,Brevard College,3,William Peace University,1,
2024-10-24,Adrian College,1,Saint Mary's College (Indiana),0,
2024-10-24,University of Mary Hardin-Baylor,1,Howard Payne University,0,
2024-10-25,Washington University in St. Louis,3,Carnegie Mellon University,0,
2024-10-25,University of Chicago,2,Case Western Reserve University,3,
2024-10-25,Centenary College (Louisiana),0,Southwestern University (Texas),3,
2024-10-25,Hartwick College,0,Alfred University,0,
2024-10-25,Concordia University Texas,2,Austin College,0,
2024-10-25,Millsaps College,0,Huntingdon College,1,
2024-10-25,Piedmont University,0,Maryville College (Tennessee),3,
2024-10-25,McMurry University,3,University of Dallas,2,
2024-10-25,Mississippi University for Women,0,Webster University,3,
2024-10-25,Dean College,0,Norwich University,1,
2024-10-25,New York University,1,University of Rochester,2,
2024-10-25,University of St. Thomas (Texas),0,Trinity University (Texas),1,
2024-10-25,Brandeis University,0,Emory University,1,
2024-10-25,University of the Ozarks (Arkansas),1,Texas Lutheran University,9,
2024-10-25,Massachusetts College of Liberal Arts,0,Fitchburg State University,3,
2024-10-25,Franklin College,0,Anderson University (Indiana),0,
2024-10-26,Keystone College,7,University of Valley Forge,0,
2024-10-26,Whittier College,1,California Lutheran University,2,
2024-10-26,Capital University,0,Otterbein University,1,
2024-10-26,Illinois Wesleyan University,0,Carroll University (Wisconsin),2,
2024-10-26,Carthage College,0,Elmhurst University,1,
2024-10-26,Cedar Crest College,1,Notre Dame of Maryland University,0,
2024-10-26,Pomona-Pitzer Colleges,1,Chapman University,0,
2024-10-26,Adrian College,2,Albion College,0,
2024-10-26,Christopher Newport University,4,Salisbury University,1,
2024-10-26,Clarkson University,3,Rensselaer Polytechnic Institute,0,
2024-10-26,Coe College,0,Loras College,5,
2024-10-26,Wesleyan University (Connecticut),1,Colby College,0,
2024-10-26,St. Catherine University,3,"Concordia College, Moorhead",0,
2024-10-26,Crown College (Minnesota),7,North Central University,0,
2024-10-26,Curry College,1,Western New England University,3,
2024-10-26,Arcadia University,5,Delaware Valley University,2,
2024-10-26,Denison University,6,Hiram College,0,
2024-10-26,DeSales University,0,Misericordia University,3,
2024-10-26,Dickinson College,2,Ursinus College,1,
2024-10-26,Dominican University (Illinois),0,Concordia University Wisconsin,0,
2024-10-26,Earlham College,0,Hanover College,4,
2024-10-26,Eastern Mennonite University,1,Averett University,1,
2024-10-26,Amherst College,2,Bowdoin College,2,
2024-10-26,East Texas Baptist University,3,LeTourneau University,1,
2024-10-26,Alvernia University,0,Eastern University,2,
2024-10-26,Nazareth University,3,Elmira College,0,
2024-10-26,Bridgewater College (Virginia),3,Ferrum College,0,
2024-10-26,Massachusetts Maritime Academy,0,Framingham State University,1,
2024-10-26,Waynesburg University,5,Geneva College,2,
2024-10-26,North Carolina Wesleyan University,0,Greensboro College,2,
2024-10-26,Greenville University,8,Blackburn College,0,
2024-10-26,Grinnell College,1,Beloit College,0,
2024-10-26,Washington and Jefferson College,0,Grove City College,7,
2024-10-26,Guilford College,9,Sweet Briar College,0,
2024-10-26,Hamline University,2,Macalester College,3,
2024-10-26,Muskingum University,0,Heidelberg University,5,
2024-10-26,Hendrix College,0,Rhodes College,3,
2024-10-26,Hobart and William Smith Colleges,6,Bard College,0,
2024-10-26,Randolph College,6,Hollins University,0,
2024-10-26,Hood College,4,Widener University,0,
2024-10-26,Kalamazoo College,2,Hope College,2,
2024-10-26,Russell Sage College,3,Houghton University,1,
2024-10-26,Illinois College,1,Lake Forest College,4,
2024-10-26,Vassar College,2,Ithaca College,1,
2024-10-26,Haverford College,1,Johns Hopkins University,2,
2024-10-26,Saint Joseph's College (Maine),0,Johnson & Wales University (Providence),3,
2024-10-26,Juniata College,0,Moravian University,1,
2024-10-26,Kenyon College,1,DePauw University,2,
2024-10-26,Knox College,0,Lawrence University,4,
2024-10-26,University of La Verne,0,Occidental College,0,
2024-10-26,Lebanon Valley College,0,Stevens Institute of Technology,5,
2024-10-26,University of Puget Sound,3,Lewis & Clark College,2,
2024-10-26,Augsburg University,3,The College of St. Scholastica,0,
2024-10-26,Drew University,1,Lycoming College,3,
2024-10-26,Lesley University,3,Maine Maritime Academy,3,
2024-10-26,Berea College,1,Manchester University,1,
2024-10-26,Aurora University,0,St. Norbert College,3,
2024-10-26,University of Wisconsin-Superior,4,Martin Luther College,0,
2024-10-26,Mary Baldwin University,3,Pfeiffer University,0,
2024-10-26,Messiah University,3,Stevenson University,0,
2024-10-26,William Peace University,0,Methodist University,3,
2024-10-26,Augustana College (Illinois),0,Millikin University,4,
2024-10-26,Baldwin Wallace University,5,Marietta College,0,
2024-10-26,University of Mount Union,0,Ohio Northern University,4,
2024-10-26,Washington College (Maryland),2,Muhlenberg College,0,
2024-10-26,North Central College,4,North Park University,0,
2024-10-26,"University of Minnesota, Morris",1,University of Northwestern-St. Paul,5,
2024-10-26,Wittenberg University,3,Oberlin College,0,
2024-10-26,Ohio Wesleyan University,0,The College of Wooster,0,
2024-10-26,"Purchase College, State University of New York",0,State University of New York at Old Westbury,1,
2024-10-26,Penn State Harrisburg,2,"Penn State University, Abington",0,
2024-10-26,Benedictine University (Illinois),0,Milwaukee School of Engineering,4,
2024-10-26,University of Redlands,0,"University of California, Santa Cruz",3,
2024-10-26,Monmouth College (Illinois),4,Ripon College,2,
2024-10-26,Randolph-Macon College,1,Roanoke College,0,
2024-10-26,Rose-Hulman Institute of Technology,0,Mount St. Joseph University,1,
2024-10-26,Ramapo College,0,Rowan University,8,
2024-10-26,Saint Mary's University of Minnesota,0,Carleton College,0,
2024-10-26,St. Olaf College,2,College of Saint Benedict,1,
2024-10-26,Chatham University,2,Saint Vincent College,1,
2024-10-26,St. Lawrence University,1,Skidmore College,0,
2024-10-26,Smith College,0,Wheaton College (Massachusetts),0,
2024-10-26,Plattsburgh State University of New York,2,State University of New York at Canton,0,
2024-10-26,Farmingdale State College,2,Manhattanville University,0,
2024-10-26,The State University of New York at Fredonia,2,State University of New York at Oneonta,0,
2024-10-26,State University of New York at Potsdam,2,State University of New York at Morrisville,1,
2024-10-26,Susquehanna University,0,University of Scranton,3,
2024-10-26,Allegheny College,11,Thiel College,0,
2024-10-26,Rochester Institute of Technology,1,Union College (New York),0,
2024-10-26,Gordon College,3,University of New England,3,
2024-10-26,State University of New York at Brockport,2,Utica University,0,
2024-10-26,Brevard College,2,Southern Virginia University,0,
2024-10-26,Wartburg College,0,Simpson College,1,
2024-10-26,Westfield State University,1,Bridgewater State University,2,
2024-10-26,Whitworth University,1,Linfield University,0,
2024-10-26,Catholic University,4,Wilkes University,0,
2024-10-26,George Fox University,0,Willamette University,0,
2024-10-26,The College of New Jersey,4,William Paterson University of New Jersey,0,
2024-10-26,Williams College,3,Connecticut College,0,
2024-10-26,Illinois Institute of Technology,9,Wisconsin Lutheran College,0,
2024-10-26,University of Wisconsin-Eau Claire,0,University of Wisconsin-La Crosse,3,
2024-10-26,University of Wisconsin-River Falls,0,University of Wisconsin-Oshkosh,1,
2024-10-26,University of Wisconsin-Platteville,1,University of Wisconsin-Stevens Point,0,
2024-10-26,University of Wisconsin-Stout,0,University of Wisconsin-Whitewater,2,
2024-10-26,Albright College,1,York College (Pennsylvania),5,
2024-10-26,University of Dubuque,2,Buena Vista University,0,
2024-10-26,State University of New York at Cortland,7,"Buffalo State, State University of New York",0,
2024-10-26,Sewanee,2,Centre College,1,
2024-10-26,Emmanuel College (Massachusetts),1,Albertus Magnus College,0,
2024-10-26,The City College of New York,13,Medgar Evers College,0,
2024-10-26,U.S. Coast Guard Academy,0,Mount Holyoke College,0,
2024-10-26,Alfred State College,0,"University of Pittsburgh, Greensburg",1,
2024-10-26,Belhaven University,3,Covenant College,1,
2024-10-26,Eastern Connecticut State University,4,"University of Massachusetts, Dartmouth",0,
2024-10-26,Elizabethtown College,4,Goucher College,0,
2024-10-26,King's College (Pennsylvania),0,"Fairleigh Dickinson University, Florham",3,
2024-10-26,University of Mary Washington,2,Franklin & Marshall College,0,
2024-10-26,State University of New York at Geneseo,6,State University of New York Polytechnic Institute,0,
2024-10-26,Gettysburg College,2,Bryn Mawr College,1,
2024-10-26,Hilbert College,2,La Roche University,2,
2024-10-26,"University of Maine, Farmington",2,Husson University,4,
2024-10-26,John Carroll University,2,Wilmington College (Ohio),1,
2024-10-26,John Jay College of Criminal Justice,6,Lehman College,1,
2024-10-26,Kean University,2,"Rutgers, The State Univ. of New Jersey, Camden",2,
2024-10-26,Keuka College,1,St. John Fisher University,3,
2024-10-26,Shenandoah University,0,University of Lynchburg,1,
2024-10-26,Edgewood University,1,Marian University (Wisconsin),1,
2024-10-26,University of Mary Hardin-Baylor,0,Hardin-Simmons University,1,
2024-10-26,Marymount University (Virginia),4,Centenary University (New Jersey),0,
2024-10-26,Marywood University,10,Pratt Institute,0,
2024-10-26,McDaniel College,3,Swarthmore College,2,
2024-10-26,Babson College,1,Salve Regina University,0,
2024-10-26,Bates College,0,Middlebury College,2,
2024-10-26,Montclair State University,1,Stockton University,0,
2024-10-26,New England College,1,Regis College (Massachusetts),7,
2024-10-26,Berry College,4,Oglethorpe University,0,
2024-10-26,State University of New York at New Paltz,4,State University of New York at Oswego,0,
2024-10-26,Pennsylvania College of Technology,5,Bryn Athyn College,1,
2024-10-26,Keene State College,0,Rhode Island College,0,
2024-10-26,Elms College,0,Rivier University,0,
2024-10-26,"Rutgers, The State Univ. of New Jersey, Newark",1,New Jersey City University,2,
2024-10-26,Bethel University (Minnesota),1,Gustavus Adolphus College,3,
2024-10-26,Salem College (North Carolina),1,Meredith College,4,
2024-10-26,Anna Maria College,2,Simmons University,2,
2024-10-26,Western Connecticut State University,0,University of Southern Maine,0,
2024-10-26,Springfield College,2,Wellesley College,1,
2024-10-26,Trinity College (Connecticut),1,Hamilton College,0,
2024-10-26,Asbury University,9,Wesleyan College (Georgia),0,
2024-10-26,Worcester State University,0,Salem State University,0,
2024-10-26,Worcester Polytechnic Institute,0,Massachusetts Institute of Technology,2,
2024-10-26,Brooklyn College,4,York College (New York),0,
2024-10-26,Spalding University,10,Eureka College,0,
2024-10-26,California Institute of Technology,3,Claremont McKenna-Harvey Mudd-Scripps Colleges,5,
2024-10-26,Vermont State University Castleton,1,University of Massachusetts Boston,2,
2024-10-26,Central College (Iowa),6,Nebraska Wesleyan University,0,
2024-10-26,St. Joseph's University NY (Brooklyn),0,State University of New York Maritime College,6,
2024-10-26,Endicott College,2,Nichols College,0,
2024-10-26,Alma College,3,The University of Olivet,2,
2024-10-26,Suffolk University,0,Roger Williams University,0,
2024-10-26,St. Mary's College of Maryland,10,Saint Elizabeth University,0,
2024-10-26,Washington and Lee University,2,Virginia Wesleyan University,0,
2024-10-26,Sarah Lawrence College,0,U.S. Merchant Marine Academy,2,
2024-10-26,LaGrange College,8,Agnes Scott College,0,
2024-10-26,Cairn University,1,Penn State Berks College,5,
2024-10-26,"University of Pittsburgh, Bradford",0,"Penn State University, Altoona",7,
2024-10-26,"St. Joseph's University, New York L.I.",3,Mount Saint Mary College (New York),2,
2024-10-26,Bethany College (West Virginia),0,Westminster College (Pennsylvania),2,
2024-10-26,Thomas College,3,University of Maine at Presque Isle,0,
2024-10-26,Mitchell College,0,Lasell University,5,
2024-10-26,University of Saint Joseph (Connecticut),0,Colby-Sawyer College,0,
2024-10-26,Saint Mary's College (Indiana),0,Trine University,3,
2024-10-26,Rosemont College,0,Wilson College,3,
2024-10-26,State University of New York at Cobleskill,0,State University of New York at Delhi,5,
2024-10-26,Emerson College,1,Clark University (Massachusetts),2,
2024-10-27,University of Chicago,1,Carnegie Mellon University,0,
2024-10-27,Washington University in St. Louis,3,Case Western Reserve University,1,
2024-10-27,Texas Lutheran University,6,Centenary College (Louisiana),0,
2024-10-27,Concordia University Texas,8,University of Dallas,0,
2024-10-27,Rockford University,1,Lakeland University,2,
2024-10-27,Pacific Lutheran University,3,Lewis & Clark College,1,
2024-10-27,McMurry University,0,Austin College,0,
2024-10-27,Pacific University (Oregon),3,George Fox University,2,
2024-10-27,Brandeis University,0,University of Rochester,1,
2024-10-27,University of St. Thomas (Texas),1,Schreiner University,3,
2024-10-27,Bluffton University,1,Transylvania University,3,
2024-10-27,Mississippi University for Women,1,Westminster College (Missouri),0,
2024-10-27,St. Norbert College,0,University of Wisconsin-Eau Claire,5,
2024-10-27,Yeshiva University,0,University of Mount Saint Vincent,10,
2024-10-27,New York University,0,Emory University,0,
2024-10-27,Whitman College,1,Linfield University,0,
2024-10-27,University of the Ozarks (Arkansas),1,Southwestern University (Texas),3,
2024-10-27,Berea College,4,Wesleyan College (Georgia),0,
2024-10-28,Carroll University (Wisconsin),1,Millikin University,0,
2024-10-28,Knox College,0,Cornell College,0,
2024-10-28,University of Wisconsin-Whitewater,0,Illinois Institute of Technology,6,
2024-10-29,Brooklyn College,12,Medgar Evers College,0,
2024-10-29,Cairn University,0,Bryn Athyn College,2,
2024-10-29,"Penn State University, Abington",13,Saint Elizabeth University,0,
2024-10-29,Wilson College,1,Cedar Crest College,0,O2
2024-10-29,Lancaster Bible College,5,Rosemont College,0,
2024-10-29,Clarkson University,1,St. Lawrence University,1,
2024-10-29,Simpson College,4,Coe College,0,
2024-10-29,Colby-Sawyer College,5,Dean College,1,
2024-10-29,St. Catherine University,2,University of Wisconsin-Stout,0,
2024-10-29,Saint Vincent College,2,Allegheny College,4,
2024-10-29,Roger Williams University,2,Curry College,0,
2024-10-29,Geneva College,4,Franciscan University of Steubenville,0,
2024-10-29,Greenville University,3,Principia College,0,
2024-10-29,Rochester Institute of Technology,0,Ithaca College,1,
2024-10-29,Johnson & Wales University (Providence),3,Norwich University,1,
2024-10-29,Keene State College,1,Fitchburg State University,0,
2024-10-29,Loras College,3,Central College (Iowa),0,
2024-10-29,Austin College,0,University of Dallas,1,
2024-10-29,St. Olaf College,1,University of Wisconsin-Superior,0,
2024-10-29,Bowdoin College,0,Tufts University,2,
2024-10-29,University of New England,2,Endicott College,1,
2024-10-29,Buena Vista University,0,Wartburg College,4,
2024-10-29,Wentworth Institute of Technology,2,Suffolk University,1,
2024-10-29,Connecticut College,1,Wesleyan University (Connecticut),1,
2024-10-29,Middlebury College,0,Williams College,0,
2024-10-29,University of Wisconsin-La Crosse,6,Concordia University Wisconsin,2,
2024-10-29,Trinity College (Connecticut),0,Amherst College,5,
2024-10-29,New England College,1,Emmanuel College (Massachusetts),11,
2024-10-29,Hilbert College,0,"Pennsylvania State Univ. Erie, the Behrend College",8,
2024-10-29,Rivier University,1,Lasell University,0,
2024-10-29,Worcester State University,3,"University of Massachusetts, Dartmouth",0,
2024-10-29,"Penn State University, Altoona",1,Mount Aloysius College,0,
2024-10-29,University of Mount Saint Vincent,1,Manhattanville University,0,
2024-10-29,Mount Saint Mary College (New York),10,State University of New York Maritime College,0,
2024-10-29,Regis College (Massachusetts),3,Elms College,0,
2024-10-29,Anna Maria College,0,Saint Joseph's College (Maine),3,
2024-10-29,Chatham University,1,The State University of New York at Fredonia,2,
2024-10-29,Western New England University,2,Nichols College,0,
2024-10-29,Luther College,0,University of Dubuque,0,
2024-10-29,State University of New York at Old Westbury,0,Sarah Lawrence College,5,
2024-10-29,Plymouth State University,6,Salem State University,2,
2024-10-29,Thiel College,1,Bethany College (West Virginia),6,
2024-10-29,Albertus Magnus College,2,University of Saint Joseph (Connecticut),1,
2024-10-29,St. Joseph's University NY (Brooklyn),0,"Purchase College, State University of New York",9,
2024-10-30,California Lutheran University,4,University of Redlands,1,
2024-10-30,Adrian College,0,Calvin University,4,
2024-10-30,Capital University,4,Muskingum University,0,
2024-10-30,North Park University,1,Carthage College,0,
2024-10-30,Alma College,1,Albion College,2,
2024-10-30,Colby College,2,Bates College,1,
2024-10-30,State University of New York Polytechnic Institute,1,Alfred University,5,
2024-10-30,Rowan University,0,The College of New Jersey,1,
2024-10-30,Concordia University Chicago,1,Dominican University (Illinois),4,
2024-10-30,Bethany Lutheran College,1,Crown College (Minnesota),0,
2024-10-30,Delaware Valley University,3,"Fairleigh Dickinson University, Florham",4,
2024-10-30,Lebanon Valley College,2,DeSales University,1,
2024-10-30,Susquehanna University,0,Dickinson College,0,
2024-10-30,Bluffton University,2,Earlham College,0,
2024-10-30,Sweet Briar College,0,Eastern Mennonite University,7,
2024-10-30,Eastern University,5,Albright College,0,
2024-10-30,Augustana College (Illinois),3,Elmhurst University,0,
2024-10-30,Elmira College,3,Houghton University,1,
2024-10-30,Washington and Lee University,2,Ferrum College,0,
2024-10-30,Hanover College,3,Franklin College,0,
2024-10-30,Greensboro College,5,Salem College (North Carolina),0,
2024-10-30,Monmouth College (Illinois),1,Grinnell College,1,
2024-10-30,Grove City College,1,Waynesburg University,1,
2024-10-30,Guilford College,5,Averett University,0,
2024-10-30,Centenary University (New Jersey),3,Gwynedd Mercy University,4,
2024-10-30,Baldwin Wallace University,1,Heidelberg University,1,
2024-10-30,University of Lynchburg,10,Hollins University,0,
2024-10-30,Hood College,0,Alvernia University,0,
2024-10-30,Saint Mary's College (Indiana),0,Hope College,2,
2024-10-30,Illinois Wesleyan University,1,Millikin University,2,
2024-10-30,Johns Hopkins University,1,McDaniel College,0,
2024-10-30,Lake Forest College,3,University of Wisconsin-Oshkosh,0,
2024-10-30,Lakeland University,1,Concordia University Wisconsin,3,
2024-10-30,Ripon College,0,Lawrence University,1,
2024-10-30,Linfield University,0,Lewis & Clark College,0,
2024-10-30,Manchester University,0,Rose-Hulman Institute of Technology,6,
2024-10-30,Southern Virginia University,2,Mary Baldwin University,0,
2024-10-30,Widener University,0,Messiah University,2,
2024-10-30,Methodist University,1,North Carolina Wesleyan University,0,
2024-10-30,"University of Minnesota, Morris",2,North Central University,1,
2024-10-30,Misericordia University,3,Arcadia University,0,
2024-10-30,Marietta College,3,University of Mount Union,1,
2024-10-30,Ursinus College,1,Muhlenberg College,1,
2024-10-30,Wheaton College (Illinois),0,North Central College,4,
2024-10-30,University of Northwestern-St. Paul,7,Martin Luther College,0,
2024-10-30,Otterbein University,1,John Carroll University,1,
2024-10-30,Benedictine University (Illinois),0,Aurora University,0,
2024-10-30,Shenandoah University,8,Randolph College,0,
2024-10-30,Rensselaer Polytechnic Institute,0,Vassar College,0,
2024-10-30,Roanoke College,0,Bridgewater College (Virginia),3,
2024-10-30,Russell Sage College,0,Hartwick College,0,
2024-10-30,Mount Holyoke College,0,Smith College,2,
2024-10-30,Farmingdale State College,9,Yeshiva University,0,
2024-10-30,The University of Olivet,0,Trine University,3,
2024-10-30,Union College (New York),0,Skidmore College,1,
2024-10-30,Utica University,2,Keuka College,0,
2024-10-30,Pfeiffer University,1,Brevard College,2,
2024-10-30,Swarthmore College,2,Washington College (Maryland),0,
2024-10-30,Westminster College (Missouri),0,Webster University,0,
2024-10-30,Bridgewater State University,0,University of Massachusetts Boston,0,
2024-10-30,Whittier College,0,Claremont McKenna-Harvey Mudd-Scripps Colleges,2,
2024-10-30,William Paterson University of New Jersey,0,New Jersey City University,0,
2024-10-30,Milwaukee School of Engineering,6,Wisconsin Lutheran College,0,
2024-10-30,State University of New York at Geneseo,1,State University of New York at Brockport,3,
2024-10-30,Stevenson University,0,York College (Pennsylvania),5,
2024-10-30,Salve Regina University,2,U.S. Coast Guard Academy,2,
2024-10-30,State University of New York at Cortland,0,Hobart and William Smith Colleges,1,
2024-10-30,Gettysburg College,0,Franklin & Marshall College,1,
2024-10-30,Haverford College,4,Bryn Mawr College,0,
2024-10-30,Illinois Institute of Technology,10,Rockford University,0,
2024-10-30,Stockton University,3,Kean University,1,
2024-10-30,Stevens Institute of Technology,7,King's College (Pennsylvania),0,
2024-10-30,Catholic University,0,University of Mary Washington,0,
2024-10-30,Marymount University (Virginia),1,Neumann University,1,
2024-10-30,Marywood University,8,Immaculata University,0,
2024-10-30,Massachusetts Institute of Technology,4,Wellesley College,1,
2024-10-30,Babson College,3,Springfield College,2,
2024-10-30,"Rutgers, The State Univ. of New Jersey, Camden",0,Montclair State University,3,
2024-10-30,St. John Fisher University,0,Nazareth University,1,
2024-10-30,Anderson University (Indiana),6,Berea College,0,
2024-10-30,"Rutgers, The State Univ. of New Jersey, Newark",1,Ramapo College,2,
2024-10-30,Randolph-Macon College,0,Virginia Wesleyan University,4,
2024-10-30,Simmons University,3,Mitchell College,1,
2024-10-30,Emerson College,2,Worcester Polytechnic Institute,1,
2024-10-30,Blackburn College,0,Eureka College,1,
2024-10-30,Lesley University,6,Massachusetts Maritime Academy,0,
2024-10-30,Meredith College,2,William Peace University,1,
2024-10-30,Ohio Northern University,3,Wilmington College (Ohio),2,
2024-10-30,Westminster College (Pennsylvania),6,Washington and Jefferson College,1,
2024-10-30,Wheaton College (Massachusetts),3,Clark University (Massachusetts),1,
2024-10-30,Transylvania University,0,Mount St. Joseph University,3,
2024-10-30,Vermont State University Castleton,2,Bard College,0,
2024-10-31,Norwich University,7,University of Saint Joseph (Connecticut),3,
2024-10-31,Regis College (Massachusetts),6,Elms College,0,
2024-10-31,Cornell College,1,Illinois College,3,
2024-10-31,East Texas Baptist University,1,University of Mary Hardin-Baylor,3,
2024-10-31,Maranatha Baptist University,6,Mount Mary,0,
2024-10-31,St. Norbert College,1,Edgewood University,1,
2024-11-01,Belhaven University,4,LaGrange College,1,
2024-11-01,North Central University,0,University of Northwestern-St. Paul,6,
2024-11-01,Schreiner University,1,Centenary College (Louisiana),0,
2024-11-01,Fitchburg State University,5,Framingham State University,0,
2024-11-01,Texas Lutheran University,2,McMurry University,1,
2024-11-01,University of St. Thomas (Texas),1,University of Dallas,3,
2024-11-01,University of Massachusetts Boston,1,Eastern Connecticut State University,0,
2024-11-01,"University of Massachusetts, Dartmouth",1,Plymouth State University,1,
2024-11-01,Trinity University (Texas),5,University of the Ozarks (Arkansas),0,
2024-11-01,Southwestern University (Texas),0,Concordia University Texas,2,
2024-11-01,York College (New York),6,Yeshiva University,0,
2024-11-02,Berry College,2,Oglethorpe University,1,
2024-11-02,Rhodes College,5,Millsaps College,0,
2024-11-02,The State University of New York at Fredonia,2,"Buffalo State, State University of New York",0,
2024-11-02,State University of New York at Geneseo,4,Houghton University,2,
2024-11-02,Greensboro College,4,North Carolina Wesleyan University,0,
2024-11-02,Tufts University,1,Hamilton College,0,
2024-11-02,Lehman College,3,The City College of New York,2,
2024-11-02,Immaculata University,2,Gwynedd Mercy University,1,O2
2024-11-02,Stockton University,0,New Jersey City University,1,O3
2024-11-02,John Jay College of Criminal Justice,6,Brooklyn College,0,
2024-11-02,Montclair State University,1,Kean University,0,O1
2024-11-02,Wartburg College,1,Luther College,0,
2024-11-02,Lesley University,3,Maine Maritime Academy,2,O3
2024-11-02,Husson University,8,"University of Maine, Farmington",0,
2024-11-02,Southern Virginia University,2,Meredith College,0,
2024-11-02,Methodist University,1,Mary Baldwin University,0,
2024-11-02,Amherst College,1,Middlebury College,0,
2024-11-02,Millikin University,2,Augustana College (Illinois),1,
2024-11-02,Nazareth University,1,Russell Sage College,0,
2024-11-02,Emmanuel College (Massachusetts),7,Norwich University,1,
2024-11-02,State University of New York at Oswego,0,State University of New York at Oneonta,1,
2024-11-02,Principia College,0,Spalding University,1,
2024-11-02,Johnson & Wales University (Providence),2,Regis College (Massachusetts),0,
2024-11-02,Gordon College,3,Roger Williams University,1,
2024-11-02,St. John Fisher University,1,Alfred University,0,O1
2024-11-02,St. Mary's College of Maryland,2,Lancaster Bible College,1,O1
2024-11-02,Concordia University Wisconsin,1,St. Norbert College,2,O3
2024-11-02,Wesleyan University (Connecticut),1,Connecticut College,0,O2
2024-11-02,Western New England University,0,Endicott College,2,
2024-11-02,Elmhurst University,2,Wheaton College (Illinois),3,
2024-11-02,Williams College,1,Colby College,2,O1
2024-11-02,Hanover College,2,Anderson University (Indiana),1,
2024-11-02,Centre College,4,Hendrix College,0,
2024-11-02,Mount Aloysius College,3,La Roche University,0,
2024-11-02,Dominican University (Illinois),2,Marian University (Wisconsin),0,
2024-11-02,Sarah Lawrence College,1,"St. Joseph's University, New York L.I.",0,
2024-11-02,Allegheny College,3,Waynesburg University,1,
2024-11-02,Mississippi University for Women,0,Westminster College (Missouri),1,
2024-11-02,Transylvania University,2,Franklin College,1,
2024-11-02,Rivier University,2,Albertus Magnus College,0,
2024-11-02,Lasell University,1,Colby-Sawyer College,1,O2
2024-11-02,Trine University,5,Saint Mary's College (Indiana),0,
2024-11-02,Illinois Institute of Technology,9,Wisconsin Lutheran College,0,
2024-11-02,Pennsylvania College of Technology,5,Wilson College,1,
2024-11-02,Brevard College,3,William Peace University,0,
2024-11-02,Milwaukee School of Engineering,3,Concordia University Chicago,1,
2024-11-02,"Penn State University, Altoona",5,Alfred State College,0,
2024-11-02,Covenant College,0,Asbury University,2,
2024-11-02,Adrian College,4,Albion College,0,
2024-11-02,Saint Vincent College,2,Bethany College (West Virginia),1,
2024-11-02,State University of New York at Brockport,1,Elmira College,0,
2024-11-02,Penn State Berks College,1,"Penn State University, Abington",2,O1
2024-11-02,Penn State Harrisburg,5,Bryn Athyn College,0,
2024-11-02,University of Dubuque,1,Central College (Iowa),2,
2024-11-02,U.S. Merchant Marine Academy,3,Manhattanville University,1,
2024-11-02,State University of New York at Delhi,1,VTSU-Johnson,0,
2024-11-02,University of Mount Union,0,Capital University,0,
2024-11-02,Chapman University,0,Whittier College,3,
2024-11-02,Emory University,3,University of Chicago,2,
2024-11-02,St. Olaf College,2,"Concordia College, Moorhead",0,
2024-11-02,Lake Forest College,7,Cornell College,0,
2024-11-02,University of Wisconsin-Superior,1,Crown College (Minnesota),0,
2024-11-02,Delaware Valley University,0,Lebanon Valley College,3,
2024-11-02,Denison University,3,Ohio Wesleyan University,0,
2024-11-02,DeSales University,3,King's College (Pennsylvania),0,
2024-11-02,Bryn Mawr College,1,Dickinson College,2,
2024-11-02,Hollins University,0,Eastern Mennonite University,4,
2024-11-02,Widener University,1,Eastern University,2,
2024-11-02,Ferrum College,1,University of Lynchburg,2,
2024-11-02,Lawrence University,6,Grinnell College,0,
2024-11-02,Washington and Lee University,3,Guilford College,0,
2024-11-02,Hamline University,0,Saint Mary's University of Minnesota,2,
2024-11-02,Heidelberg University,0,Otterbein University,0,
2024-11-02,Hobart and William Smith Colleges,4,St. Lawrence University,1,
2024-11-02,Illinois College,0,Beloit College,1,
2024-11-02,Ithaca College,3,Rensselaer Polytechnic Institute,0,
