team,wins,losses,ties,games,win_pct,owp,oowp,qualifying_wins,qualifying_losses,qualifying_ties,partial_wins,npi_rating
Randolph-Macon College,11,5,4,20,0.65,56.507936507936506,55.27341332233888,9,5,4,0,55.912464761586754
Milwaukee School of Engineering,15,5,2,22,0.7272727272727273,55.124653739612185,52.62579974877286,12,5,2,0,55.87994390038534
Rochester Institute of Technology,8,6,4,18,0.5555555555555556,63.14814814814815,57.764004033685,8,6,4,0,55.80551312245794
Trine University,11,5,3,19,0.6578947368421053,56.64206642066421,55.35705334437624,9,4,3,0,55.79397158113251
Lawrence University,14,3,3,20,0.775,51.08695652173913,49.30820312580023,9,3,3,0,55.765567627526856
Millikin University,14,4,1,19,0.7631578947368421,51.15511551155115,52.447027601227525,12,4,1,0,55.60989374399443
Haverford College,11,5,3,19,0.6578947368421053,51.442307692307686,55.32332487118109,11,5,3,0,55.560696866632426
Brevard College,12,0,3,15,0.9,39.285714285714285,47.95988524795109,6,0,3,1,55.50625886283889
Whittier College,9,6,1,16,0.59375,55.6910569105691,55.59143913271201,9,6,1,0,55.47604797560145
Montclair State University,9,6,7,22,0.5681818181818182,63.262195121951216,54.879823929711606,8,6,7,0,55.36546304015927
Lake Forest College,14,2,4,20,0.8,45.5246913580247,51.14494886807083,10,2,4,0,55.30668340114115
John Carroll University,12,7,1,20,0.625,62.01201201201201,52.513465290378704,12,7,1,0,55.198076941421576
Union College (New York),9,5,5,19,0.6052631578947368,54.9407114624506,57.068784201867345,9,5,5,0,55.18165595966123
Denison University,10,5,3,18,0.6388888888888888,53.9622641509434,54.7996988767119,9,5,3,0,55.15302024930794
Mount St. Joseph University,11,3,5,19,0.7105263157894737,51.7578125,52.951208887385185,9,3,5,0,55.0985751952385
Guilford College,12,5,2,19,0.6842105263157895,52.508960573476706,53.61946510493004,9,5,2,0,55.097413743815714
Penn State Harrisburg,9,5,5,19,0.6052631578947368,59.166666666666664,53.959737812183384,8,5,5,0,54.94128479206528
Nazareth University,11,6,3,20,0.625,55.47945205479452,53.878296459105556,9,6,3,0,54.936948408932665
Stockton University,10,6,3,19,0.6052631578947368,60.1010101010101,53.883280342413,9,6,3,0,54.861043896928535
Concordia University Wisconsin,11,5,3,19,0.6578947368421053,57.61904761904761,51.79727857222043,9,5,3,0,54.85186468933206
DePauw University,11,5,3,19,0.6578947368421053,52.38970588235294,53.490910985782165,9,4,3,0,54.797410470067895
University of Puget Sound,9,4,7,20,0.625,53.01418439716312,54.5006743217954,9,4,7,0,54.78249668924966
Rensselaer Polytechnic Institute,7,6,3,16,0.53125,59.51327433628318,56.1004653655023,7,6,3,0,54.74304275931192
Endicott College,10,6,4,20,0.6,61.57718120805369,53.961960599624064,10,6,4,0,54.73099412901687
Ohio Wesleyan University,9,5,3,17,0.6176470588235294,58.81057268722467,54.54891600958935,7,5,3,0,54.645574049591985
Western New England University,10,4,6,20,0.65,55.88235294117647,52.29196349935622,10,4,6,0,54.637060444667085
University of New England,13,6,1,20,0.675,54.7112462006079,52.81151325681455,13,6,1,0,54.6285750409632
The College of Wooster,11,4,3,18,0.6944444444444444,49.43396226415094,52.42014673270495,10,4,3,0,54.597296918751795
Elizabethtown College,9,4,5,18,0.6388888888888888,51.6260162601626,54.38151146085987,9,4,5,0,54.51574833267264
Otterbein University,9,5,6,20,0.6,55.932203389830505,53.83684024423707,9,5,6,0,54.39287963241558
Washington College (Maryland),7,4,7,18,0.5833333333333334,54.46808510638298,55.9686664064114,7,4,7,0,54.35461086192466
Adrian College,10,5,1,16,0.65625,50.42016806722689,52.86787046010865,8,5,1,0,54.35257539362357
St. John Fisher University,10,6,3,19,0.6052631578947368,58.27586206896552,52.29327531298883,8,6,3,0,54.274806855320044
Bridgewater State University,12,4,3,19,0.7105263157894737,48.04964539007092,49.62702574730889,9,4,3,0,54.242713110852456
Salisbury University,4,6,7,17,0.4411764705882353,63.970588235294116,58.35074418988119,4,6,7,0,54.2179609228952
Pennsylvania College of Technology,13,1,4,18,0.8333333333333334,43.63207547169811,47.78666878655647,7,1,4,0,54.1776271696691
University of Massachusetts Boston,11,4,5,20,0.675,52.024922118380054,51.21453917046733,11,4,5,0,54.13476947665102
Gordon College,10,5,5,20,0.625,57.784431137724546,51.25376681535764,10,5,5,0,54.12538243747855
Heidelberg University,10,4,5,19,0.6578947368421053,47.107438016528924,52.4270123111111,10,4,5,0,54.08789089322391
Webster University,11,2,5,18,0.75,46.787148594377506,51.0685674852533,8,1,5,0,54.065828721784555
St. Lawrence University,8,7,2,17,0.5294117647058824,56.22641509433962,56.27550417892728,8,7,2,0,54.04326137425079
Springfield College,9,5,4,18,0.6111111111111112,51.23674911660777,54.200996159011574,8,5,4,0,53.99452632794619
Wartburg College,10,7,3,20,0.575,59.105431309904155,54.25033032275057,10,7,3,0,53.98083275033023
Westminster College (Pennsylvania),11,6,1,18,0.6388888888888888,55.88235294117647,50.778017261256394,10,6,1,0,53.93031505383304
Moravian University,8,5,7,20,0.575,57.98319327731093,53.805988328524116,8,5,7,0,53.857474622393795
Catholic University,8,7,4,19,0.5263157894736842,57.677165354330704,55.34561092215752,8,7,4,0,53.83581946246739
Gustavus Adolphus College,9,5,5,19,0.6052631578947368,56.69781931464174,53.502678858216505,9,5,5,0,53.81967280850492
Worcester Polytechnic Institute,10,7,4,21,0.5714285714285714,60.84142394822006,52.46696635289492,10,7,4,0,53.811454636883774
Marywood University,15,3,2,20,0.8,39.869281045751634,48.36306553058019,14,3,2,0,53.80824099976071
Whitworth University,11,5,2,18,0.6666666666666666,47.83464566929133,52.410587147351556,11,5,2,0,53.71346678804718
University of Dubuque,9,5,4,18,0.6111111111111112,57.490636704119844,52.93652281894604,8,5,4,0,53.62213270161593
Dominican University (Illinois),11,6,3,20,0.625,52.25225225225225,54.396898764389874,10,6,3,0,53.582735211596365
Wittenberg University,6,5,5,16,0.53125,57.57575757575758,53.99069657759002,6,5,5,0,53.46948560749343
Eastern University,12,6,3,21,0.6428571428571429,50.0,51.22050761449649,12,6,3,0,53.4656546309176
Central College (Iowa),11,7,2,20,0.6,56.393442622950815,52.6487800475327,11,5,2,0,53.42409038891063
Bridgewater College (Virginia),7,7,5,19,0.5,57.931034482758626,56.21753562533192,6,7,5,0,53.417627877845355
Babson College,8,7,5,20,0.525,60.13986013986013,54.602467458295784,8,7,5,0,53.38175639037888
Western Connecticut State University,11,6,5,22,0.6136363636363636,54.075235109717866,50.701647489699916,11,6,5,0,53.35428214058448
Whitman College,10,5,3,18,0.6388888888888888,48.6,52.63051292835797,10,5,3,0,53.27780273647009
Westfield State University,11,5,4,20,0.65,50.81967213114754,48.48606371094476,9,5,4,0,53.20388235881826
Drew University,9,7,4,20,0.55,55.55555555555556,52.435620293376964,9,7,4,0,53.15852062256839
Shenandoah University,10,9,2,21,0.5238095238095238,58.11688311688312,54.337824415257806,8,9,2,0,53.14691353015047
Wheaton College (Massachusetts),8,5,7,20,0.575,53.77358490566038,52.99575124935551,8,5,7,0,53.06956653273164
Augsburg University,8,5,5,18,0.5833333333333334,55.633802816901415,54.03217120845611,8,5,5,0,53.01472837140184
Ferrum College,10,5,1,16,0.65625,47.647058823529406,51.72519671044638,8,5,1,0,52.96136237756833
Hanover College,12,6,0,18,0.6666666666666666,50.57471264367817,51.16406889827864,11,6,0,0,52.93498089902339
Clarkson University,5,7,5,17,0.4411764705882353,58.620689655172406,57.09371671482425,5,7,5,0,52.88830822411007
Rose-Hulman Institute of Technology,9,7,2,18,0.5555555555555556,62.17712177121771,51.74465029762845,8,6,2,0,52.85318144267357
Hamilton College,6,7,3,16,0.46875,54.5662100456621,56.772211727235366,6,7,3,0,52.84496624042825
Greenville University,10,6,2,18,0.6111111111111112,57.45454545454546,51.03915257356972,8,5,2,0,52.763551614137505
University of Wisconsin-Eau Claire,8,8,5,21,0.5,56.676557863501486,56.3046344428589,8,8,5,0,52.607571944146535
Southwestern University (Texas),9,7,1,17,0.5588235294117647,56.09756097560976,50.895863217965825,8,7,1,0,52.57853338844416
"University of Pittsburgh, Greensburg",11,4,4,19,0.6842105263157895,51.63265306122449,46.9460901453944,10,4,4,0,52.38391286671502
Allegheny College,12,7,1,20,0.625,52.44648318042814,48.3978302018102,11,7,1,0,52.370653418704805
Connecticut College,5,8,3,16,0.40625,60.62499999999999,56.937695730314424,5,8,3,0,52.36356272278907
Roger Williams University,9,5,6,20,0.6,48.797250859106526,51.17675365353449,9,5,6,0,52.33464754787799
Transylvania University,8,6,3,17,0.5588235294117647,56.05381165919282,52.56581197617815,7,6,3,0,52.184158962662025
"Concordia College, Moorhead",8,7,1,16,0.53125,54.961832061068705,54.754148047048616,8,7,1,0,52.14054702997852
Methodist University,11,7,0,18,0.6111111111111112,51.509433962264154,50.86330665397533,11,6,0,0,52.13355572889494
Husson University,13,7,1,21,0.6428571428571429,51.62337662337663,51.532884617284296,13,7,1,0,52.06427669308074
Alfred University,7,3,7,17,0.6176470588235294,42.349726775956285,50.58419126349017,6,3,7,0,51.98506689749288
Farmingdale State College,11,7,4,22,0.5909090909090909,50.0,50.10080700894073,9,7,4,0,51.978626065288424
Capital University,7,9,4,20,0.45,59.717314487632514,54.244270577286805,7,9,4,0,51.843973024320384
Belhaven University,12,6,1,19,0.6578947368421053,46.613545816733065,49.09381749251641,9,6,1,0,51.8355780853394
Emerson College,7,8,5,20,0.475,54.22535211267606,55.49031484728593,7,8,5,0,51.80742741379432
New Jersey City University,6,5,8,19,0.5263157894736842,56.0377358490566,50.508811811403866,6,3,8,0,51.79861210236227
University of Mount Saint Vincent,11,6,2,19,0.631578947368421,50.749063670411985,47.057074492451726,9,6,2,0,51.77795920485135
"Rutgers, The State Univ. of New Jersey, Camden",7,8,4,19,0.47368421052631576,55.49828178694158,54.37933022341692,7,7,4,0,51.70094331674344
Saint Vincent College,12,6,1,19,0.6578947368421053,47.194719471947195,47.847763824351226,11,6,1,0,51.66424223390835
Bates College,5,9,1,15,0.36666666666666664,62.74038461538461,57.50103324476458,5,9,1,0,51.622878263621196
U.S. Merchant Marine Academy,10,3,4,17,0.7058823529411765,42.290748898678416,46.997756235316515,8,3,4,0,51.601733367486666
Chapman University,6,9,2,17,0.4117647058823529,50.81300813008131,56.39512523821636,6,9,2,0,51.555887740991665
Sarah Lawrence College,12,7,2,21,0.6190476190476191,47.756410256410255,49.389111302051305,10,7,2,0,51.53717393493396
McMurry University,8,6,3,17,0.5588235294117647,52.63157894736842,50.47996883672364,7,6,3,0,51.49251700364141
Berry College,5,7,4,16,0.4375,64.50777202072538,54.29672945838435,5,6,4,0,51.44578036905583
University of Wisconsin-Superior,15,7,0,22,0.6818181818181818,45.44198895027624,50.51926531324872,13,7,0,0,51.40407674638186
Trinity College (Connecticut),3,9,3,15,0.3,64.75770925110133,58.271424473927155,3,9,3,0,51.370139188341895
University of Wisconsin-Stevens Point,6,8,5,19,0.4473684210526316,53.63321799307958,55.547018265262125,6,8,5,0,51.31153340257836
Concordia University Texas,7,8,2,17,0.47058823529411764,57.936507936507944,50.845330828839465,7,8,2,0,51.24784527359482
Suffolk University,6,4,6,16,0.5625,49.04306220095694,50.05556181699203,6,4,6,0,51.1819619726969
Wilmington College (Ohio),7,7,5,19,0.5,52.92096219931272,51.015501602664685,7,7,5,0,51.171645029257014
Augustana College (Illinois),9,6,4,19,0.5789473684210527,45.674740484429066,51.70322434196309,9,6,4,0,51.16129829638038
Bowdoin College,2,7,6,15,0.3333333333333333,57.065217391304344,58.172455321871375,2,7,6,0,51.14297796690405
Kean University,7,8,4,19,0.47368421052631576,58.38815789473685,51.336493461594394,7,7,4,0,51.141279425096684
University of Wisconsin-River Falls,9,9,2,20,0.5,53.939393939393945,53.622270484511624,9,9,2,0,51.134270241589675
University of La Verne,5,7,4,16,0.4375,56.08108108108109,52.839053638366245,5,7,4,0,51.10202560913796
The State University of New York at Fredonia,12,8,0,20,0.6,46.26168224299065,49.436563478862354,11,8,0,0,51.08416508100382
University of Redlands,7,9,1,17,0.4411764705882353,48.97540983606557,55.739625668874396,7,9,1,0,51.08251332621901
Macalester College,6,8,3,17,0.4411764705882353,60.14492753623188,53.48768490789391,6,8,3,0,51.062726859637344
Wilson College,11,4,3,18,0.6944444444444444,44.86607142857143,47.92836589233883,10,4,3,0,51.062260351686
Hood College,4,6,9,19,0.4473684210526316,59.11764705882353,53.02072537399394,4,5,9,0,50.91967859024265
Hendrix College,6,5,4,15,0.5333333333333333,52.762430939226526,50.270038529220884,6,5,4,0,50.883335134088625
Lebanon Valley College,8,8,2,18,0.5,47.95221843003413,51.572804223350396,8,8,2,0,50.79635369236914
Arcadia University,7,11,2,20,0.4,56.42857142857143,52.43587918781685,7,9,2,0,50.76562155756371
Covenant College,8,6,1,15,0.5666666666666667,52.05128205128206,51.65407473814816,7,6,1,1,50.616902806978274
Willamette University,6,7,7,20,0.475,46.81274900398406,51.35214104810478,6,7,7,0,50.59349499972076
Smith College,7,10,2,19,0.42105263157894735,54.48028673835126,53.27295383336871,7,10,2,0,50.58262028978506
Bethel University (Minnesota),6,7,4,17,0.47058823529411764,52.32974910394266,54.52903315740941,6,7,4,0,50.55680309849642
Howard Payne University,7,8,1,16,0.46875,53.78151260504202,51.40285246767484,7,8,1,0,50.553470890071324
Colby-Sawyer College,9,4,8,21,0.6190476190476191,49.667774086378735,48.79997700942003,8,4,8,0,50.461568628108814
Russell Sage College,6,7,5,18,0.4722222222222222,53.65853658536586,50.01282538398002,6,7,5,0,50.433396275255824
Edgewood University,9,5,5,19,0.6052631578947368,43.35664335664335,49.70473320112602,8,5,5,0,50.418423831766845
Southern Virginia University,8,9,4,21,0.47619047619047616,54.04411764705882,52.73413084656886,8,8,4,0,50.31802292150727
Grinnell College,7,6,3,16,0.53125,50.0,48.915135732163094,7,6,3,0,50.31372687327625
Meredith College,9,5,3,17,0.6176470588235294,45.43478260869565,46.91083805619408,9,5,3,0,50.308507627412666
Ursinus College,5,7,5,17,0.4411764705882353,47.159090909090914,54.52698476292575,5,7,5,0,50.26806740472255
State University of New York at Oswego,9,7,1,17,0.5588235294117647,43.30708661417323,50.33156680236617,8,7,1,0,50.25042630885465
Juniata College,8,7,3,18,0.5277777777777778,44.716981132075475,52.023968130845674,8,6,3,0,50.24469668205397
Albertus Magnus College,10,5,4,19,0.631578947368421,43.77049180327869,48.81643607142925,9,5,4,0,50.24375433986896
College of Saint Benedict,5,8,4,17,0.4117647058823529,54.6875,56.3298322589895,5,8,4,0,50.19209228881293
William Paterson University of New Jersey,5,7,7,19,0.4473684210526316,53.81526104417671,52.50025521560151,5,5,7,0,50.18915311083806
"Penn State University, Abington",10,6,3,19,0.6052631578947368,45.8955223880597,46.30294270146391,9,6,3,0,50.168213580625235
Oberlin College,7,7,2,16,0.5,45.208333333333336,51.41685364397133,7,7,2,0,50.107128943967915
Regis College (Massachusetts),10,8,4,22,0.5454545454545454,48.721590909090914,50.39269287598304,9,8,4,0,50.039075992755485
Worcester State University,9,6,3,18,0.5833333333333334,43.388429752066116,47.32685821929895,8,6,3,0,50.038863024473976
University of Wisconsin-Whitewater,6,9,6,21,0.42857142857142855,51.35542168674698,54.554252083341055,6,8,6,0,50.015891349169365
Lasell University,9,6,4,19,0.5789473684210527,49.38650306748466,49.17121884450184,8,6,4,0,50.01022133076653
Rivier University,10,6,6,22,0.5909090909090909,46.98996655518395,48.685622356327386,9,6,6,0,50.00373325505585
"St. Joseph's University, New York L.I.",10,6,1,17,0.6176470588235294,43.52517985611511,48.09216932182653,8,6,1,0,49.99265739740836
Lesley University,10,7,3,20,0.575,48.13559322033898,49.233239024406586,10,7,3,0,49.96647449090041
Baldwin Wallace University,7,10,3,20,0.425,51.597444089456864,53.396025132883494,7,9,3,0,49.95615694525909
North Park University,6,10,1,17,0.38235294117647056,55.952380952380956,54.009764348200505,6,9,1,0,49.92262835651235
Wheaton College (Illinois),7,11,1,19,0.39473684210526316,53.57142857142857,54.33403727619623,7,11,1,0,49.91797111061064
Marietta College,7,8,3,18,0.4722222222222222,50.357142857142854,51.20775444324856,7,8,3,0,49.91698060235154
Spalding University,10,5,3,18,0.6388888888888888,42.549019607843135,47.44073112263052,8,5,3,0,49.90798311933515
Elmhurst University,9,9,1,19,0.5,45.42483660130719,52.41310697101402,9,9,1,0,49.84692005190139
Lancaster Bible College,6,5,5,16,0.53125,52.85714285714286,47.88539003913637,6,5,5,0,49.815408948273856
Greensboro College,9,8,0,17,0.5294117647058824,51.21951219512195,48.20088645333901,9,8,0,0,49.740790039482185
East Texas Baptist University,6,9,1,16,0.40625,53.84615384615385,52.41619075390938,6,9,1,0,49.73325050976882
Waynesburg University,7,5,4,16,0.5625,43.57429718875502,49.55409554958901,7,5,4,0,49.72399053176564
Mount Holyoke College,4,6,6,16,0.4375,50.22935779816514,53.08557286869374,4,5,6,0,49.720684958752145
Roanoke College,4,11,4,19,0.3157894736842105,63.079470198675494,55.0976952211509,4,6,4,0,49.71777596045037
Susquehanna University,5,10,4,19,0.3684210526315789,57.065217391304344,52.6519046388753,5,7,4,0,49.69011356132239
"Fairleigh Dickinson University, Florham",9,9,2,20,0.5,42.94117647058823,51.32560502112799,9,8,2,0,49.638232634582835
Marymount University (Virginia),8,9,4,21,0.47619047619047616,49.47735191637631,51.349465796625694,8,8,4,0,49.626611053653036
Hartwick College,4,4,8,16,0.5,51.449275362318836,48.877715094542765,4,4,8,0,49.616422410456686
Linfield University,4,7,7,18,0.4166666666666667,54.054054054054056,52.09715445360414,4,7,7,0,49.54687449074389
Piedmont University,7,6,3,16,0.53125,55.05050505050505,48.49783758945309,6,5,3,1,49.542631615512434
Norwich University,9,6,5,20,0.575,48.048048048048045,48.42775633909534,8,6,5,0,49.52935634898815
Penn State Berks College,6,8,3,17,0.4411764705882353,56.6793893129771,50.65698127833854,6,5,3,0,49.52496419745416
Maine Maritime Academy,6,5,4,15,0.5333333333333333,49.549549549549546,52.26567208318168,6,5,4,0,49.424997810865186
Austin College,7,5,4,16,0.5625,39.037433155080215,49.82831075451312,7,5,4,0,49.14107825888467
Wellesley College,6,9,3,18,0.4166666666666667,50.70921985815603,51.957310064136564,6,8,3,0,49.08337355322391
Carthage College,5,8,4,17,0.4117647058823529,49.629629629629626,52.8679132622277,5,8,4,0,49.059246990183574
Gettysburg College,2,10,5,17,0.2647058823529412,59.63114754098361,55.84261200367097,2,8,5,0,48.987613556254196
Stevenson University,5,10,4,19,0.3684210526315789,54.24028268551236,51.57756965500442,5,8,4,0,48.98506175742213
Asbury University,7,6,4,17,0.5294117647058824,51.225490196078425,47.277520072560634,6,6,4,0,48.933503825243015
"Buffalo State, State University of New York",8,10,0,18,0.4444444444444444,49.471830985915496,50.56868395064317,8,9,0,0,48.91103177818848
John Jay College of Criminal Justice,10,5,1,16,0.65625,42.48927038626609,45.528614492682536,9,4,1,0,48.9016830852048
St. Norbert College,6,10,4,20,0.4,51.69230769230769,52.03700426127599,6,10,4,0,48.83513486204451
Wisconsin Lutheran College,7,7,4,18,0.5,49.647887323943664,49.08890823050823,6,7,4,0,48.82504587965425
