date,away_team,away_score,home_team,home_score,overtime
2024-09-28,Macalester,1,Concordia Mhd,2,
2024-09-28,Allegheny,3,Grove City,5,
2024-09-28,Cornell IA,1,Beloit,4,
2024-09-28,Crown MN,4,Martin Luther,0,
2024-09-28,Delaware Val,0,Marymount VA,2,
2024-09-28,Dickinson,1,Muhlenberg,0,
2024-09-28,Dominican IL,5,St Norbert,2,
2024-09-28,Earlham,0,Franklin,1,
2024-09-28,E Mennonite,1,Ferrum,5,
2024-09-28,Bates,0,Amherst,4,
2024-09-28,E Texas Bap,0,Hardin-Simmons,4,
2024-09-28,Eastern Univ,1,Marywood,0,
2024-09-28,Elmhurst,0,Wheaton IL,2,
2024-09-28,Utica,3,Elmira,0,
2024-09-28,Salem MA,2,Framingham St,2,
2024-09-28,Franciscan OH,3,Chatham,1,
2024-09-28,Geneva,1,Westminster PA,5,
2024-09-28,Greensboro,5,Pfeiffer,1,
2024-09-28,Grinnell,0,Lake Forest,4,
2024-09-28,Lynchburg,3,Guilford,0,
2024-09-28,Immaculata,3,Gwynedd-Mercy,0,
2024-09-28,Gust Adolphus,1,Hamline,0,
2024-09-28,Heidelberg,2,Hiram,0,
2024-09-28,Skidmore,0,Hobart & Smith,0,
2024-09-28,Randolph-Macon,10,Hollins,0,
2024-09-28,Mary Washington,1,Hood,0,
2024-09-28,Husson,1,MA Boston,2,
2024-09-28,Illinois Col,1,Ripon,1,
2024-09-28,Johns Hopkins,6,Ursinus,0,
2024-09-28,Mitchell,0,J&W RI,7,
2024-09-28,Juniata,1,Drew,0,
2024-09-28,E Connecticut,0,Keene St,0,
2024-09-28,Caltech,0,La Verne,4,
2024-09-28,Elms,2,Lasell,1,
2024-09-28,Monmouth IL,0,Lawrence,4,
2024-09-28,Lebanon Val,3,Widener,1,
2024-09-28,Lewis & Clark,2,Pac Lutheran,5,
2024-09-28,Buena Vista,0,Loras,7,
2024-09-28,Goucher,1,Lycoming,1,
2024-09-28,Lyon,7,Eureka,0,
2024-09-28,ME Maritime,1,Lesley,4,
2024-09-28,Mt St Joseph,5,Manchester,0,
2024-09-28,Arcadia,0,Messiah,7,
2024-09-28,Rhodes,8,Millsaps,0,
2024-09-28,North Park,1,Augustana IL,2,
2024-09-28,Northwestern MN,3,N Central MN,0,
2024-09-28,Norwich,2,Simmons,1,
2024-09-28,Cairn,6,Notre Dame MD,0,
2024-09-28,Oberlin,3,Marietta,0,
2024-09-28,Mt St Mary NY,6,Old Westbury,1,
2024-09-28,Trine,2,Otterbein,0,
2024-09-28,George Fox,2,Pacific OR,0,
2024-09-28,Benedictine IL,1,Lakeland,1,
2024-09-28,Morrisville St,0,Plattsburgh St,5,
2024-09-28,Redlands,2,Occidental,0,
2024-09-28,Sewanee,2,Berry,0,
2024-09-28,St Lawrence,0,Rensselaer,1,
2024-09-28,Roanoke,8,Sweet Briar,0,
2024-09-28,Bluffton,0,Rose-Hulman,2,
2024-09-28,Rowan,3,Rutgers-Newark,0,
2024-09-28,Geneseo St,0,Russell Sage,0,
2024-09-28,St Mary's MN,2,St Benedict,1,
2024-09-28,St Scholastica,0,St Olaf,4,
2024-09-28,Smith,1,MIT,5,
2024-09-28,SUNY Canton,0,SUNY Fredonia,9,
2024-09-28,Farmingdale,4,Sarah Lawrence,0,
2024-09-28,Oswego St,0,SUNY Oneonta,2,
2024-09-28,Buffalo St,2,SUNY Potsdam,0,
2024-09-28,Susquehanna,0,Wilkes,0,
2024-09-28,M Hardin-Baylor,2,UT Dallas,1,
2024-09-28,Wesleyan CT,2,Tufts,1,
2024-09-28,Union NY,0,Vassar,1,
2024-09-28,Suffolk,0,U New England,4,
2024-09-28,Brandeis,2,Trinity CT,1,
2024-09-28,Dubuque,0,Wartburg,1,
2024-09-28,Stevenson,0,Washington MD,3,
2024-09-28,Principia,1,Webster,7,
2024-09-28,Nichols,2,Wentworth Tech,5,
2024-09-28,Fitchburg St,1,Bridgewater MA,1,
2024-09-28,Blackburn,0,Westminster MO,10,
2024-09-28,Claremont M.S.,2,Whittier,1,
2024-09-28,Wm Paterson,1,R Stockton,1,
2024-09-28,Brockport St,4,Hartwick,0,
2024-09-28,Wooster,3,John Carroll,2,
2024-09-28,York PA,0,Stevens,2,
2024-09-28,Centre,9,Oglethorpe,0,
2024-09-28,Albertus Magnus,3,St Joseph's ME,0,
2024-09-28,Alfred St,3,Mt Aloysius,0,
2024-09-28,SUNY New Paltz,0,Cortland St,0,
2024-09-28,Covenant,2,LaGrange,0,
2024-09-28,Alvernia,2,King's PA,2,
2024-09-28,Regis MA,4,Dean,0,
2024-09-28,Scranton,3,Elizabethtown,0,
2024-09-28,Rivier,2,Emmanuel MA,1,
2024-09-28,Swarthmore,2,Frank & Marsh,2,
2024-09-28,Gettysburg,0,Haverford,1,
2024-09-28,Gordon,3,W New England,0,
2024-09-28,Bowdoin,1,Hamilton,2,
2024-09-28,IL Tech,1,Milwaukee Eng,0,
2024-09-28,Lancaster Bib,1,PSU-Berks,2,
2024-09-28,Le Tourneau,1,Howard Payne,3,
2024-09-28,Aurora,2,Marian WI,2,
2024-09-28,S Maine,6,MA Dartmouth,0,
2024-09-28,McDaniel,2,Bryn Mawr,0,
2024-09-28,Middlebury,2,CT College,0,
2024-09-28,NJ City,0,Montclair St,0,
2024-09-28,Mt Holyoke,1,Emerson,1,
2024-09-28,Ithaca,7,Bard,0,
2024-09-28,Valley Forge,0,Penn Col Tech,7,
2024-09-28,RI College,3,Plymouth St,0,
2024-09-28,Bethany Luth,3,WI Superior,2,
2024-09-28,Carleton MN,6,Bethel MN,0,
2024-09-28,Wilson,0,St Mary's MD,3,
2024-09-28,PSU-Abington,9,York NY,0,
2024-09-28,Shenandoah,0,Washington & Lee,1,
2024-09-28,Clark MA,0,Springfield,1,
2024-09-28,SUNY Poly,1,St John Fisher,7,
2024-09-28,ME Presque Isle,2,Thomas ME,3,
2024-09-28,UC Santa Cruz,2,WI Platteville,1,
2024-09-28,Bridgewater VA,0,VA Wesleyan,1,
2024-09-28,Wesleyan GA,0,Piedmont,10,
2024-09-28,Westfield St,3,Worcester St,2,
2024-09-28,Salve Regina,0,Worcester Tech,0,
2024-09-28,Lehman,9,Medgar Evers,0,
2024-09-28,NE Wesleyan,1,Luther IA,1,
2024-09-28,S Virginia,3,Meredith,2,
2024-09-28,Moravian,0,Catholic,0,
2024-09-28,N England Col,0,St Joseph CT,2,
2024-09-28,DeSales,4,City Col NY,0,
2024-09-28,La Roche,1,PSU-Behrend,4,
2024-09-28,Central IA,1,Simpson IA,3,
2024-09-28,Wheaton MA,0,Wellesley,1,
2024-09-28,Castleton,0,W Connecticut,1,
2024-09-28,Linfield,1,Whitman,0,
2024-09-28,Merchant Marine,7,Purchase,0,
2024-09-28,Pitt-Greensburg,8,Pitt-Bradford,1,
2024-09-28,St Joseph's NY,0,St Joseph's LI,3,
2024-09-28,Bethany WV,2,Waynesburg,1,
2024-09-28,DePauw,1,Wilmington OH,0,
2024-09-28,Carlow,4,Hilbert,2,
2024-09-28,PSU-Brandywine,1,St Elizabeth,6,
2024-09-28,Hartford,1,Roger Williams,1,
2024-09-28,NVU-Johnson,1,SUNY Cobleskill,0,
2024-09-29,Capital,1,PSU-Behrend,2,
2024-09-29,Salisbury,0,Carnegie Mellon,3,
2024-09-29,WI Eau Claire,0,Chris Newport,4,
2024-09-29,Colby,0,Amherst,3,
2024-09-29,Colby-Sawyer,2,Castleton,0,
2024-09-29,Anderson IN,1,Hanover,2,
2024-09-29,J&W RI,1,Trinity CT,2,
2024-09-29,Asbury,4,Agnes Scott,0,
2024-09-29,Lewis & Clark,1,Puget Sound,2,
2024-09-29,NC Wesleyan,2,Mary Baldwin,1,
2024-09-29,Methodist,2,Salem NC,1,
2024-09-29,Adrian,1,Baldwin-Wallace,0,
2024-09-29,St Mary's MN,1,WI Stevens Pt,1,
2024-09-29,Linfield,1,Whitworth,0,
2024-09-29,Willamette,2,George Fox,1,
2024-09-29,Bowdoin,0,Williams,1,
2024-09-29,Gust Adolphus,1,WI River Falls,0,
2024-09-29,Transylvania,3,Berea,1,
2024-09-29,Rockford,0,Concordia WI,2,
2024-09-29,Maryville TN,4,Belhaven MS,1,
2024-09-29,MA Col Lib Arts,1,MA Maritime,0,
2024-09-29,Averett,0,Randolph-Macon,6,
2024-09-29,TX Lutheran,2,Schreiner,0,
2024-09-29,Fisher,2,Washington Advt,0,
2024-09-29,NVU-Johnson,2,SUNY Delhi,0,
2024-09-30,Centenary,15,Tougaloo,0,
2024-09-30,Case Western,1,Ohio Wesleyan,0,
2024-09-30,Framingham St,2,Nichols,1,
2024-09-30,St Norbert,0,Lawrence,4,
2024-09-30,Brooklyn Col,2,Old Westbury,2,
2024-09-30,Wm Jessup,0,UC Santa Cruz,0,
2024-09-30,Albertus Magnus,4,Purchase,1,
2024-09-30,Frank & Marsh,4,PSU-Berks,1,
2024-09-30,Wm Paterson,1,St Joseph's LI,0,
2024-10-01,Five Towns,9,Medgar Evers,0,
2024-10-01,Centenary,2,Univ Ozarks,0,
2024-10-01,Chicago,4,N Central IL,3,
2024-10-01,Colby,11,Thomas ME,0,
2024-10-01,St Catherine,4,St Scholastica,0,
2024-10-01,Concordia Mhd,1,Hamline,0,
2024-10-01,Delaware Val,0,Drew,4,
2024-10-01,Washington MD,3,DeSales,0,
2024-10-01,Washington StL,7,Greenville,0,
2024-10-01,Belhaven MS,6,Huntingdon,0,
2024-10-01,Husson,3,ME Presque Isle,1,
2024-10-01,Augsburg,1,St Benedict,0,
2024-10-01,WI Whitewater,0,Loras,4,
2024-10-01,King's PA,0,Lycoming,2,
2024-10-01,Hiram,0,Mt Union,5,
2024-10-01,Muhlenberg,0,Arcadia,2,
2024-10-01,Muskingum,0,Wooster,5,
2024-10-01,St Elizabeth,2,Notre Dame MD,3,
2024-10-01,St Olaf,2,Carleton MN,2,
2024-10-01,Endicott,1,Tufts,4,
2024-10-01,Brandeis,2,Wheaton MA,0,
2024-10-01,Wesleyan CT,1,Hartford,0,
2024-10-01,Illinois Col,3,UHSP,2,
2024-10-01,Pitt-Bradford,3,Alfred St,3,
2024-10-01,FDU Madison,0,Alvernia,2,
2024-10-01,Dean,1,Rivier,2,
2024-10-01,Norwich,0,Emmanuel MA,7,
2024-10-01,SUNY Fredonia,9,Hilbert,0,
2024-10-01,St Mary's MD,0,Mary Washington,0,
2024-10-01,Mt Aloysius,4,Carlow,2,
2024-10-01,Rochester Tech,4,Nazareth,1,
2024-10-01,Agnes Scott,0,Piedmont,3,
2024-10-01,Bethel MN,1,Macalester,1,
2024-10-01,Scranton,0,NYU,1,
2024-10-01,Simmons,1,St Joseph's ME,1,
2024-10-01,Swarthmore,2,Widener,1,
2024-10-01,Wesleyan GA,0,LaGrange,8,
2024-10-01,Worcester St,1,W Connecticut,0,
2024-10-01,Roger Williams,1,Fitchburg St,1,
2024-10-01,SUNY Maritime,5,York NY,1,
2024-10-01,St Joseph CT,0,Regis MA,2,
2024-10-01,Emory,1,Sewanee,1,
2024-10-01,PSU-Altoona,1,La Roche,0,
2024-10-01,Peace,1,J&W NC,1,
2024-10-01,Simpson IA,6,Westminster MO,1,
2024-10-02,Occidental,2,Cal Lutheran,3,
2024-10-02,Alma,0,Calvin,3,
2024-10-02,Carroll WI,4,Elmhurst,0,
2024-10-02,PSU-Brandywine,0,Cedar Crest,6,
2024-10-02,La Verne,1,Chapman,1,
2024-10-02,Trine,2,Albion,1,
2024-10-02,Chris Newport,2,Marymount VA,0,
2024-10-02,Colby-Sawyer,0,Salem MA,0,
2024-10-02,St John Fisher,2,Alfred,0,
2024-10-02,R Stockton,1,College of NJ,2,
2024-10-02,Concordia IL,0,IL Tech,3,
2024-10-02,Waynesburg,1,Allegheny,1,
2024-10-02,Crown MN,0,Bethany Luth,2,
2024-10-02,Framingham St,0,Curry,2,
2024-10-02,Denison,1,Wilmington OH,0,
2024-10-02,McDaniel,1,Dickinson,0,
2024-10-02,Dominican IL,5,Lakeland,0,
2024-10-02,E Mennonite,2,Randolph Col,0,
2024-10-02,Moravian,3,Eastern Univ,0,
2024-10-02,Ferrum,5,Regent,0,
2024-10-02,Franciscan OH,2,Wash & Jeff,0,
2024-10-02,Grove City,5,Geneva,2,
2024-10-02,Brevard,7,Greensboro,0,
2024-10-02,Grinnell,2,Knox,0,
2024-10-02,Hollins,2,Guilford,9,
2024-10-02,Ithaca,1,Hobart & Smith,0,
2024-10-02,Gettysburg,0,Hood,0,
2024-10-02,Olivet MI,0,Hope,11,
2024-10-02,Houghton,0,Brockport St,3,
2024-10-02,Asbury,2,Wittenberg,2,
2024-10-02,Juniata,0,Pitt-Greensburg,0,
2024-10-02,St Mary's IN,1,Kalamazoo,0,
2024-10-02,Keystone,0,PSU-Berks,14,
2024-10-02,Lake Forest,6,Ripon,0,
2024-10-02,Lasell,8,N England Col,0,
2024-10-02,York PA,3,Lebanon Val,2,
2024-10-02,Lewis & Clark,0,Linfield,0,
2024-10-02,Aurora,3,Rockford,0,
2024-10-02,Maryville TN,3,Covenant,1,
2024-10-02,Shenandoah,1,Messiah,4,
2024-10-02,N Central MN,0,MN Morris,3,
2024-10-02,NC Wesleyan,2,Meredith,4,
2024-10-02,WI Oshkosh,1,North Park,3,
2024-10-02,Martin Luther,0,Northwestern MN,5,
2024-10-02,Wilson,0,PSU-Harrisburg,5,
2024-10-02,Edgewood,1,Benedictine IL,0,
2024-10-02,St Lawrence,2,Plattsburgh St,1,
2024-10-02,Redlands,0,Pomona-Pitzer,3,
2024-10-02,Rosemont,2,Bryn Athyn,0,
2024-10-02,St Michael's,2,ME Ft Kent,0,
2024-10-02,Randolph-Macon,1,Salisbury,1,
2024-10-02,SUNY Canton,0,Oswego St,4,
2024-10-02,Farmingdale,0,Vassar,2,
2024-10-02,Cortland St,2,SUNY Oneonta,1,
2024-10-02,SUNY Potsdam,0,SUNY New Paltz,5,
2024-10-02,Chatham,2,Thiel,1,
2024-10-02,Union NY,1,Russell Sage,0,
2024-10-02,U New England,3,Salve Regina,0,
2024-10-02,Utica,5,SUNY Poly,0,
2024-10-02,Augustana IL,0,Wartburg,0,
2024-10-02,Webster,10,Eureka,0,
2024-10-02,Gordon,1,Bridgewater MA,3,
2024-10-02,Whittier,2,Caltech,0,
2024-10-02,Marywood,1,Wilkes,0,
2024-10-02,Ramapo,0,Wm Paterson,2,
2024-10-02,WI River Falls,2,WI Stout,1,
2024-10-02,Morrisville St,1,Buffalo St,6,
2024-10-02,Goucher,1,Albright,0,
2024-10-02,Purchase,0,City Col NY,0,
2024-10-02,Coast Guard,2,Merchant Marine,2,
2024-10-02,RI College,0,E Connecticut,0,
2024-10-02,Geneseo St,5,Keuka,0,
2024-10-02,Haverford,6,Immaculata,0,
2024-10-02,Montclair St,1,Kean,0,
2024-10-02,Lancaster Bib,2,Cairn,1,
2024-10-02,Milwaukee Eng,3,Marian WI,1,
2024-10-02,MA Boston,3,MA Dartmouth,0,
2024-10-02,Babson,1,Worcester Tech,3,
2024-10-02,Stevens,5,Mt St Vincent,0,
2024-10-02,Neumann,0,Stevenson,0,
2024-10-02,PSU-Abington,0,Penn Col Tech,0,
2024-10-02,Camp U-Harrodsburg,2,Berea,2,
2024-10-02,Rivier,0,Suffolk,0,
2024-10-02,Rutgers-Newark,1,Rutgers-Camden,0,
2024-10-02,Valley Forge,0,St Mary's MD,10,
2024-10-02,Mary Baldwin,3,Salem NC,1,
2024-10-02,Plymouth St,1,S Maine,6,
2024-10-02,W New England,1,Westfield St,1,
2024-10-02,Rowan,3,NJ City,0,
2024-10-02,Keene St,0,Castleton,3,
2024-10-02,Lynchburg,2,Washington & Lee,3,
2024-10-02,MA Maritime,9,Bay Path,0,
2024-10-02,Centenary NJ,4,Old Westbury,0,
2024-10-02,Concordia WI,4,St Norbert,0,
2024-10-02,Dubuque,1,WI Platteville,0,
2024-10-02,St Vincent,2,Bethany WV,0,
2024-10-03,Lehman,1,SUNY Maritime,0,
2024-10-03,Spalding,1,Lyon,1,
2024-10-03,Blackburn,0,MS Women,10,
2024-10-03,Howard Payne,1,UT Dallas,2,
2024-10-03,Emmanuel MA,2,CT College,1,
2024-10-03,Hardin-Simmons,2,M Hardin-Baylor,1,
2024-10-03,Buena Vista,3,Faith Bap,1,
2024-10-03,Elms,6,Brooklyn Col,0,
2024-10-04,Austin Col,0,SW Univ TX,2,
2024-10-04,Centenary,0,St Thomas TX,2,
2024-10-04,Concordia TX,5,Schreiner,0,
2024-10-04,Edward Waters,1,Bob Jones,2,
2024-10-04,Westminster PA,1,Franciscan OH,0,
2024-10-04,Millsaps,0,Hendrix,1,
2024-10-04,Piedmont,3,Huntingdon,1,
2024-10-04,Husson,10,ME Farmington,2,
2024-10-04,Thomas ME,0,ME Maritime,2,
2024-10-04,Trinity TX,3,McMurry,0,
2024-10-04,Eureka,0,MS Women,3,
2024-10-04,Mt Mary,0,WI Lutheran,9,
2024-10-04,Great Lakes Chr,6,Maranatha Bap,0,
2024-10-04,MA Col Lib Arts,0,Westfield St,8,
2024-10-04,Manhattanville,0,Sarah Lawrence,5,
2024-10-04,Norwich,3,Mitchell,0,
2024-10-04,Dallas Univ,2,TX Lutheran,4,
2024-10-05,Trinity DC,0,Regent,14,
2024-10-05,Grace Chr,1,Maranatha Bap,3,
2024-10-05,Cal Lutheran,2,Caltech,1,
2024-10-05,Calvin,5,St Mary's IN,0,
2024-10-05,Baldwin-Wallace,1,Capital,2,
2024-10-05,Carnegie Mellon,1,Brandeis,0,
2024-10-05,Augustana IL,0,Carroll WI,1,
2024-10-05,IL Wesleyan,0,Carthage,2,
2024-10-05,Case Western,1,NYU,1,
2024-10-05,PSU-Harrisburg,6,Cedar Crest,0,
2024-10-05,Chapman,0,UC Santa Cruz,2,
2024-10-05,Albion,1,Olivet MI,1,
2024-10-05,Rochester NY,3,Chicago,1,
2024-10-05,Swarthmore,0,Chris Newport,1,
2024-10-05,Clarkson,0,Hobart & Smith,3,
2024-10-05,Coe,0,Wartburg,1,
2024-10-05,Hamilton,0,Colby,4,
2024-10-05,Colby-Sawyer,0,Lasell,2,
2024-10-05,Elmira,1,Alfred,3,
2024-10-05,College of NJ,2,Montclair St,1,
2024-10-05,St Benedict,0,St Catherine,3,
2024-10-05,St Norbert,2,Concordia IL,0,
2024-10-05,Concordia Mhd,0,St Mary's MN,1,
2024-10-05,Allegheny,3,Geneva,2,
2024-10-05,Lawrence,3,Cornell IA,0,
2024-10-05,Trinity Bap,0,Bob Jones,2,
2024-10-05,N Central MN,1,Crown MN,3,
2024-10-05,Curry,2,Nichols,0,
2024-10-05,Delaware Val,1,DeSales,8,
2024-10-05,Wittenberg,1,Denison,2,
2024-10-05,Haverford,3,Dickinson,2,
2024-10-05,Milwaukee Eng,1,Dominican IL,1,
2024-10-05,Manchester,0,Earlham,3,
2024-10-05,VA Wesleyan,4,E Mennonite,0,
2024-10-05,Amherst,0,Wesleyan CT,0,
2024-10-05,Le Tourneau,2,E Texas Bap,4,
2024-10-05,Messiah,5,Eastern Univ,0,
2024-10-05,Millikin,1,Elmhurst,2,
2024-10-05,Bridgewater MA,4,Framingham St,0,
2024-10-05,Berea,0,Franklin,1,
2024-10-05,Greensboro,1,Carolina Univ,1,
2024-10-05,Webster,1,Greenville,1,
2024-10-05,Ripon,1,Grinnell,2,
2024-10-05,Thiel,2,Grove City,12,
2024-10-05,Guilford,0,Bridgewater VA,0,
2024-10-05,Hanover,6,Bluffton,0,
2024-10-05,Ferrum,9,Hollins,1,
2024-10-05,Hood,0,Stevenson,0,
2024-10-05,Hope,5,Alma,0,
2024-10-05,Nazareth,4,Houghton,1,
2024-10-05,ME Maritime,2,Husson,2,
2024-10-05,Ithaca,1,St Lawrence,0,
2024-10-05,Bryn Mawr,0,Johns Hopkins,3,
2024-10-05,Emmanuel MA,0,J&W RI,2,
2024-10-05,Asbury,0,Covenant,1,
2024-10-05,Juniata,1,Goucher,0,
2024-10-05,Kalamazoo,0,Adrian,1,
2024-10-05,MA Dartmouth,0,Keene St,3,
2024-10-05,Wooster,1,Kenyon,0,
2024-10-05,PSU-Abington,9,Keystone,1,
2024-10-05,Lake Forest,2,Knox,0,
2024-10-05,Occidental,0,La Verne,0,
2024-10-05,Lakeland,0,Aurora,0,
2024-10-05,Lebanon Val,1,Misericordia,5,
2024-10-05,Whitworth,1,Lewis & Clark,0,
2024-10-05,Gust Adolphus,1,Augsburg,1,
2024-10-05,Loras,4,NE Wesleyan,0,
2024-10-05,Lycoming,3,Susquehanna,2,
2024-10-05,Meredith,2,Mary Baldwin,0,
2024-10-05,Shenandoah,3,Averett,1,
2024-10-05,Brevard,1,Methodist,0,
2024-10-05,Wilkes,1,Moravian,2,
2024-10-05,Mt Union,0,Otterbein,2,
2024-10-05,Gettysburg,1,Muhlenberg,1,
2024-10-05,John Carroll,5,Muskingum,3,
2024-10-05,Pfeiffer,1,NC Wesleyan,3,
2024-10-05,Wheaton IL,1,North Park,1,
2024-10-05,Northwestern MN,5,MN Morris,0,
2024-10-05,Hiram,0,Oberlin,5,
2024-10-05,DePauw,1,Ohio Wesleyan,0,
2024-10-05,Pacific OR,0,Puget Sound,2,
2024-10-05,Plattsburgh St,0,Cortland St,2,
2024-10-05,Sweet Briar,1,Randolph Col,3,
2024-10-05,Whittier,1,Redlands,0,
2024-10-05,Berry,1,Centre,0,
2024-10-05,Lynchburg,1,Roanoke,1,
2024-10-05,Rose-Hulman,1,Transylvania,1,
2024-10-05,Rutgers-Camden,1,Rowan,3,
2024-10-05,Macalester,0,St Olaf,1,
2024-10-05,Carleton MN,6,St Scholastica,0,
2024-10-05,Vassar,1,Skidmore,2,
2024-10-05,Worcester Tech,0,Smith,0,
2024-10-05,Spalding,10,Blackburn,0,
2024-10-05,Buffalo St,6,SUNY Canton,0,
2024-10-05,Purchase,0,Farmingdale,5,
2024-10-05,SUNY Potsdam,0,SUNY Oneonta,1,
2024-10-05,Hardin-Simmons,2,UT Dallas,0,
2024-10-05,Rensselaer,0,Union NY,0,
2024-10-05,U New England,0,W New England,1,
2024-10-05,Ursinus,0,Washington MD,0,
2024-10-05,Utica,1,Geneseo St,2,
2024-10-05,Waynesburg,2,Wash & Jeff,0,
2024-10-05,Endicott,3,Wentworth Tech,0,
2024-10-05,Westminster MO,4,Principia,0,
2024-10-05,Whitman,2,Willamette,1,
2024-10-05,Rutgers-Newark,0,Wm Paterson,0,
2024-10-05,Williams,1,Bates,0,
2024-10-05,WI Lutheran,2,Edgewood,1,
2024-10-05,WI Whitewater,1,WI Eau Claire,1,
2024-10-05,WI LaCrosse,3,WI Oshkosh,0,
2024-10-05,WI Platteville,1,WI River Falls,0,
2024-10-05,WI Stout,0,WI Stevens Pt,1,
2024-10-05,SUNY Poly,0,Brockport St,4,
2024-10-05,York PA,3,Alvernia,1,
2024-10-05,Bryn Athyn,0,Wilson,3,
2024-10-05,Luther IA,4,Buena Vista,1,
2024-10-05,UHSP,4,Lyon,1,
2024-10-05,Albertus Magnus,1,Regis MA,1,
2024-10-05,Albright,0,Widener,3,
2024-10-05,Emerson,3,Coast Guard,0,
2024-10-05,PSU-Altoona,0,Alfred St,0,
2024-10-05,Dean,0,Simmons,0,
2024-10-05,Elizabethtown,0,Drew,0,
2024-10-05,E Connecticut,3,Castleton,0,
2024-10-05,Stevens,4,FDU Madison,0,
2024-10-05,Frank & Marsh,1,McDaniel,1,
2024-10-05,George Fox,1,Pac Lutheran,4,
2024-10-05,Arcadia,0,King's PA,1,
2024-10-05,Gordon,1,Roger Williams,1,
2024-10-05,Hilbert,0,Mt Aloysius,5,
2024-10-05,Concordia WI,1,IL Tech,1,
2024-10-05,Kean,2,Ramapo,0,
2024-10-05,Hartwick,0,Keuka,0,
2024-10-05,Belhaven MS,3,LaGrange,0,
2024-10-05,St Mary's MD,2,Lancaster Bib,0,
2024-10-05,Centenary NJ,4,Lehman,0,
2024-10-05,ME Farmington,7,Thomas ME,0,
2024-10-05,Marian WI,5,Rockford,0,
2024-10-05,Ohio Northern,5,Marietta,1,
2024-10-05,Howard Payne,0,M Hardin-Baylor,2,
2024-10-05,Mary Washington,1,Marymount VA,0,
2024-10-05,MIT,2,Clark MA,1,
2024-10-05,Wellesley,2,Babson,3,
2024-10-05,Bowdoin,0,Middlebury,2,
2024-10-05,Beloit,2,Monmouth IL,2,
2024-10-05,Salve Regina,2,Mt Holyoke,1,
2024-10-05,Mt St Vincent,1,St Joseph's LI,0,
2024-10-05,Rochester Tech,7,Bard,0,
2024-10-05,Neumann,0,St Vincent,3,
2024-10-05,Oglethorpe,0,Sewanee,3,
2024-10-05,St Joseph's NY,0,Old Westbury,1,
2024-10-05,Oswego St,12,Morrisville St,0,
2024-10-05,Penn Col Tech,6,Rosemont,0,
2024-10-05,Washington & Lee,4,Randolph-Macon,1,
2024-10-05,MA Boston,2,RI College,1,
2024-10-05,R Stockton,2,NJ City,1,
2024-10-05,St Joseph's ME,0,Rivier,1,
2024-10-05,Hamline,2,Bethel MN,1,
2024-10-05,Catholic,1,Scranton,3,
2024-10-05,Springfield,1,Wheaton MA,1,
2024-10-05,Russell Sage,1,St John Fisher,3,
2024-10-05,SUNY New Paltz,2,SUNY Fredonia,0,
2024-10-05,Tufts,6,Trinity CT,0,
2024-10-05,Emory,1,Washington StL,2,
2024-10-05,Maryville TN,9,Wesleyan GA,0,
2024-10-05,Worcester St,1,Fitchburg St,0,
2024-10-05,Heidelberg,0,Wilmington OH,0,
2024-10-05,MA Maritime,0,Salem MA,3,
2024-10-05,N England Col,1,Elms,3,
2024-10-05,PSU-Behrend,1,Pitt-Greensburg,0,
2024-10-05,Plymouth St,2,W Connecticut,1,
2024-10-05,Pomona-Pitzer,2,Claremont M.S.,0,
2024-10-05,Mt St Mary NY,0,Merchant Marine,1,
2024-10-05,Martin Luther,1,WI Superior,3,
2024-10-05,Mt St Joseph,3,Anderson IN,0,
2024-10-05,Cairn,6,PSU-Brandywine,0,
2024-10-05,Carlow,3,Pitt-Bradford,2,
2024-10-05,St Joseph CT,2,Anna Maria,0,
2024-10-05,St Elizabeth,7,Valley Forge,0,
2024-10-05,Chatham,1,Bethany WV,1,
2024-10-05,Peace,0,S Virginia,5,
2024-10-05,Lesley,6,ME Presque Isle,0,
2024-10-05,Pratt Inst,2,SUNY Delhi,3,
2024-10-05,Dubuque,1,Central IA,0,
2024-10-05,Suffolk,1,Hartford,3,
2024-10-06,Bry & Strat-Syracuse,2,ME Ft Kent,3,
2024-10-06,Tougaloo,0,LaGrange,12,
2024-10-06,Cal Lutheran,1,UC Santa Cruz,1,
2024-10-06,Concordia TX,0,Trinity TX,1,
2024-10-06,Huntingdon,5,Agnes Scott,0,
2024-10-06,Whitman,6,Lewis & Clark,0,
2024-10-06,TX Lutheran,2,Austin Col,0,
2024-10-06,Schreiner,0,McMurry,1,
2024-10-06,Pacific OR,0,Pac Lutheran,2,
2024-10-06,Benedictine IL,1,WI Whitewater,1,
2024-10-06,Whitworth,0,Willamette,3,
2024-10-06,Williams,0,S Maine,0,
2024-10-06,Berea,1,Columbia SC,5,
2024-10-06,George Fox,1,Puget Sound,3,
2024-10-06,Hamilton,5,Bates,0,
2024-10-06,Piedmont,0,Washington StL,9,
2024-10-06,Bethany Luth,1,St Scholastica,1,
2024-10-06,SW Univ TX,4,Dallas Univ,1,
2024-10-06,Fisher,1,ME Presque Isle,1,
2024-10-06,Edgewood,1,Grinnell,0,
2024-10-07,Bob Jones,8,Camp U-Harrodsburg,0,
2024-10-07,Carlow,1,Bry & Strat-Syracuse,3,
2024-10-07,J&W RI,1,CT College,0,
2024-10-07,St Thomas TX,3,Univ Ozarks,0,
2024-10-07,Tufts,5,Regis MA,0,
2024-10-07,Gwynedd-Mercy,6,PSU-Schuylkill,0,
